Protein	Family,,Description
Q5HIQ7	PIRSF000130,,inosine-5'-monophosphate dehydrogenase
Q5HIS8	PIRSF002070,,single-strand binding protein
Q5HIT8	PIRSF000382,,cobalamin-independent methionine synthase
Q5HJ86	N/A,,N/A
Q5HJI0	PIRSF000691,,phosphotransferase system sucrose-specific enzyme II, factor II
Q5HJM9	PIRSF001491,,phosphopentomutase
Q5HJR8	N/A,,N/A
Q5HJU7	N/A,,N/A
Q5HJZ0	PIRSF001512,,type II topoisomerase, subunit A
Q5HJZ6	N/A,,N/A
Q5SH27	PIRSF000728,,N-acetylglutamate kinase
Q5SH98	N/A,,N/A
Q5SHB2	N/A,,N/A
Q5SHD1	PIRSF038910,,acyltransferase, TTHA1799 type
Q5SHF7	PIRSF001359,,fructose-bisphosphate aldolase II
Q5SHQ9	PIRSF000734,,adenylate kinase
Q5SHV2	PIRSF002825,,ferric binding protein
Q5SI56	PIRSF000412,,serine/glycine hydroxymethyltransferase
Q5SI59	PIRSF039086,,phosphoribosylaminoimidazole-succinocarboxamide synthase
Q5SI61	PIRSF001395,,fumarate hydratase
Q5SIE6	N/A,,N/A
Q5SIH4	N/A,,N/A
Q5SIL2	N/A,,N/A
Q5SIY7	PIRSF001518,,tryptophan-tRNA ligase
Q5SJ45	N/A,,N/A
Q5SJ72	N/A,,N/A
Q5SJ94	PIRSF000200,,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
Q5SJB8	PIRSF002895,,thymidylate synthase, ThyX type
Q5SJC3	PIRSF004898,,hypothetical protein MTH699
Q5SJE8	PIRSF000419,,transaldolase
Q5SJE9	PIRSF003054,,transcription termination factor rho
Q5SJP2	PIRSF006444,,phenylacetate coenzyme a ligase, PaaK type
Q5SK59	PIRSF004931,,RNA-binding protein, YrdC type
Q5SKC3	N/A,,N/A
Q5SKH7	N/A,,N/A
Q5SKH9	PIRSF000091,,alcohol dehydrogenase
Q5SKJ3	PIRSF005849,,phosphomannomutase
Q5SKV1	N/A,,N/A
Q5SKV6	PIRSF001553,,succinyl-CoA synthetase, alpha subunit
Q5SKV7	PIRSF000102,,L-lactate/malate dehydrogenase
Q5SKV9	PIRSF000726,,aspartate kinase
Q5SKW6	PIRSF004491,,riboflavin biosynthesis protein RibF/RibC types
Q5SL35	PIRSF005881,,cytidylate kinase cmk
Q5SL36	PIRSF000505,,3-phosphoshikimate 1-carboxyvinyltransferase
Q5SLE0	PIRSF001493,,phosphoglucomutase
Q5SLM2	PIRSF003112,,chaperonin GroEL
Q5SM04	N/A,,N/A
Q5SM05	N/A,,N/A
Q5SM21	PIRSF018970,,manganese catalase
Q5SM27	PIRSF006392,,cofactor-independent phosphoglycerate mutase, archaeal type
Q5W264	N/A,,N/A
Q6MWW6	N/A,,N/A
Q6MWW7	N/A,,N/A
Q6MWZ4	N/A,,N/A
Q6MWZ8	N/A,,N/A
Q6MX13	N/A,,N/A
Q6MX17	N/A,,N/A
Q6MX28	N/A,,N/A
Q6MX43	N/A,,N/A
Q6N0G2	N/A,,N/A
Q6N0G9	PIRSF006446,,cytochrome quinol oxidase, subunit 1
Q6N0K2	N/A,,N/A
Q6N0L2	PIRSF000090,,electron transfer flavoprotein, beta subunit
Q6N0T2	N/A,,N/A
Q6N122	N/A,,N/A
Q6N184	N/A,,N/A
Q6N205	N/A,,N/A
Q6N2W9	N/A,,N/A
Q6N387	N/A,,N/A
Q6N4H8	N/A,,N/A
Q6N4I2	PIRSF037051,,tyrosine-protein kinase
Q6N4Q4	PIRSF003007,,translation elongation factor Tu
Q6N4Y2	PIRSF006137,,formate dehydrogenase FocB
Q6N4Z3	PIRSF001365,,dihydrodipicolinate synthase
Q6N5C3	PIRSF000735,,nucleoside diphosphate kinase
Q6N5C6	PIRSF002599,,cold shock protein, CspA type
Q6N5H3	N/A,,N/A
Q6N5J7	N/A,,N/A
Q6N5K7	N/A,,N/A
Q6N5M1	PIRSF002095,,DNA-binding protein HU, alpha/beta subunits
Q6N5Q2	N/A,,N/A
Q6N650	PIRSF002127,,ribosomal protein, S9p/S9a/S16e/organellar S9 types;;PIRSF500016,,ribosomal protein S9p/S9a types [Parent=PIRSF002127]
Q6N693	PIRSF000412,,serine/glycine hydroxymethyltransferase
Q6N6B2	PIRSF005717,,divalent metal ion transporter, NRAMP type;;PIRSF500497,,manganese transport protein MntH, NRAMP type C [Parent=PIRSF005717]
Q6N6I8	PIRSF005676,,esterase, acetylcholinesterase type
Q6N6P1	N/A,,N/A
Q6N6V1	PIRSF005901,,translation elongation factor P
Q6N706	N/A,,N/A
Q6N717	PIRSF004664,,transferases /transferring nitrogenous groups /transaminases
Q6N729	N/A,,N/A
Q6N808	PIRSF006432,,probable cobyric acid synthase
Q6N822	PIRSF005706,,uroporphyrin-III C-methyltransferase
Q6N899	PIRSF039130,,ATP-binding cassette sub-family B member 7, mitochondrial precurso
Q6N8A6	N/A,,N/A
Q6N938	PIRSF001407,,AU-specific RNA-binding protein AUH
Q6N973	N/A,,N/A
Q6N9K7	N/A,,N/A
Q6N9L2	N/A,,N/A
Q6N9L5	N/A,,N/A
Q6N9N5	PIRSF001438,,porphobilinogen deaminase
Q6N9P5	N/A,,N/A
Q6N9Q4	PIRSF001493,,phosphoglucomutase
Q6NAH9	PIRSF000147,,NAD-dependent aldehyde dehydrogenase
Q6NAI0	PIRSF000113,,iron-containing alcohol dehydrogenase
Q6NAN5	PIRSF005350,,stress response protein CsbB
Q6NAX9	PIRSF000853,,pyruvate, phosphate dikinase
Q6NB88	PIRSF001358,,fructose-bisphosphate aldolase
Q6NBQ6	N/A,,N/A
Q6NC67	N/A,,N/A
Q6NC89	N/A,,N/A
Q6NCA9	N/A,,N/A
Q6NCE1	PIRSF000429,,acetyl-CoA acetyltransferase
Q6NCN8	PIRSF005499,,polyribonucleotide nucleotidyltransferase
Q6NCP1	PIRSF000297,,catalase HPI
Q6NCQ5	N/A,,N/A
Q6NCW4	N/A,,N/A
Q6NCX7	PIRSF001492,,cofactor-independent phosphoglycerate mutase
Q6ND51	PIRSF031802,,uncharacterized conserved protein
Q6ND84	PIRSF000348,,superoxide dismutase [Cu-Zn]
Q6NDB1	PIRSF004889,,Escherichia coli YbhL protein
Q6NDB8	PIRSF001553,,succinyl-CoA synthetase, alpha subunit
Q6NDC0	PIRSF000432,,dihydrolipoamide acetyltransferase
Q6NDC3	PIRSF000210,,dihydrolipoamide dehydrogenase
Q6NDL1	N/A,,N/A
Q6NDM3	N/A,,N/A
Q6NDQ4	PIRSF026371,,PIRSF026371
Q6RKB1	N/A,,N/A
Q6U5Y3	PIRSF011491,,S-adenosyl-L-methionine dependent methyltransferase, YbcY type
Q6UAC2	PIRSF001107,,formamidopyrimidine-DNA glycosidase
Q6XKD8	PIRSF001359,,fructose-bisphosphate aldolase II
Q6YRP4	PIRSF036963,,response regulator diguanylate phosphodiesterase
Q6YRR4	N/A,,N/A
Q6YRR7	N/A,,N/A
Q6YRT1	N/A,,N/A
Q6YRT3	N/A,,N/A
Q6YRW6	N/A,,N/A
Q6YRX3	N/A,,N/A
Q6YS03	N/A,,N/A
Q6ZED5	N/A,,N/A
Q6ZEL7	N/A,,N/A
Q6ZEQ1	N/A,,N/A
Q6ZES1	N/A,,N/A
Q6ZES9	N/A,,N/A
Q6ZET8	N/A,,N/A
Q6ZEV3	N/A,,N/A
Q6ZEW2	N/A,,N/A
Q6ZEW4	N/A,,N/A
Q72G88	PIRSF004664,,transferases /transferring nitrogenous groups /transaminases
Q72G91	N/A,,N/A
Q72GE4	PIRSF001562,,UDP-N-acetylmuramate-alanine ligase
Q72GG0	PIRSF006392,,cofactor-independent phosphoglycerate mutase, archaeal type
Q72GJ2	N/A,,N/A
Q72GJ3	N/A,,N/A
Q72GJ6	PIRSF003056,,protein chain release factor, RF-1/RF-2;;PIRSF500106,,peptide chain release factor 2 [Parent=PIRSF003056]
Q72GM1	N/A,,N/A
Q72GQ0	PIRSF000735,,nucleoside diphosphate kinase
Q72GR8	N/A,,N/A
Q72GS2	N/A,,N/A
Q72GS6	PIRSF004804,,hypothetical protein, Mycoplasma genitalium MG369 type
Q72GW4	PIRSF003007,,translation elongation factor Tu
Q72GY7	PIRSF006294,,phosphoenolpyruvate carboxykinase [ATP]
Q72H36	PIRSF001491,,phosphopentomutase
Q72H65	PIRSF001493,,phosphoglucomutase
Q72H73	N/A,,N/A
Q72H76	PIRSF001572,,phosphoribosylformylglycinamidine cyclo-ligase
Q72H84	PIRSF000678,,pyruvate kinase
Q72H94	N/A,,N/A
Q72H95	PIRSF001264,,inorganic pyrophosphatase
Q72HJ9	PIRSF005847,,iron-sulfur cluster assembly protein, SufB/SufD type;;PIRSF500360,,iron-sulfur cluster assembly protein SufB [Parent=PIRSF005847]
Q72HR6	N/A,,N/A
Q72HS2	PIRSF001359,,fructose-bisphosphate aldolase II
Q72HY1	PIRSF004681,,uncharacterized conserved protein
Q72I33	N/A,,N/A
Q72I53	PIRSF000497,,methionine adenosyltransferase
Q72ID4	N/A,,N/A
Q72II3	PIRSF001395,,fumarate hydratase
Q72IJ6	N/A,,N/A
Q72IN0	PIRSF001575,,CTP synthase
Q72IR9	N/A,,N/A
Q72IV2	N/A,,N/A
Q72IW9	PIRSF000107,,3-isopropylmalate dehydrogenase;;PIRSF500542,,isocitrate dehydrogenase (NAD) [Parent=PIRSF000107]
Q72IY9	N/A,,N/A
Q72J52	PIRSF026371,,PIRSF026371
Q72JG7	N/A,,N/A
Q72JH2	PIRSF001384,,indole-3-glycerol-phosphate synthase
Q72JJ5	N/A,,N/A
Q72JN9	PIRSF002895,,thymidylate synthase, ThyX type
Q72JS7	PIRSF005849,,phosphomannomutase
Q72K80	PIRSF005849,,phosphomannomutase
Q72K94	N/A,,N/A
Q72KG7	N/A,,N/A
Q72KV7	PIRSF001434,,cystathionine gamma-synthase
Q72L91	PIRSF001553,,succinyl-CoA synthetase, alpha subunit
Q72LA0	PIRSF004491,,riboflavin biosynthesis protein RibF/RibC types
Q72LE2	N/A,,N/A
Q72LH0	PIRSF005881,,cytidylate kinase cmk
Q72LH1	PIRSF000505,,3-phosphoshikimate 1-carboxyvinyltransferase
Q746M9	PIRSF000891,,alkaline phosphatase
Q746N1	N/A,,N/A
Q797B3	PIRSF005091,,membrane sulfatase, HI1246 type
Q79EE5	N/A,,N/A
Q79FL8	N/A,,N/A
Q79FP1	PIRSF036396,,elastin related uncharacterized glycine-rich protein, PE motif containing
Q79FP2	N/A,,N/A
Q79FV7	PIRSF036396,,elastin related uncharacterized glycine-rich protein, PE motif containing
Q79FW0	N/A,,N/A
Q79PF4	PIRSF039117,,circadian clock protein kinase KaiC
Q7A4R9	PIRSF002868,,response regulator, NarL type
Q7AKG8	N/A,,N/A
Q7AKN8	N/A,,N/A
Q7AKQ4	N/A,,N/A
Q7AKQ6	N/A,,N/A
Q7AKR9	N/A,,N/A
Q7AP59	N/A,,N/A
Q7AP65	N/A,,N/A
Q7APD8	N/A,,N/A
Q7BBW0	N/A,,N/A
Q7BC73	N/A,,N/A
Q7BSW5	N/A,,N/A
Q7CDZ7	PIRSF003117,,transposase IS3
Q7CE61	PIRSF003117,,transposase IS3
Q7CE65	PIRSF003117,,transposase IS3
Q7D4L9	N/A,,N/A
Q7D5R0	PIRSF005962,,metal-dependent amidase/aminoacylase/carboxypeptidase
Q7D9D7	PIRSF017052,,PIRSF017052
Q7D9F6	N/A,,N/A
Q7D9S1	N/A,,N/A
Q7DB53	N/A,,N/A
Q7DB54	N/A,,N/A
Q7DB80	N/A,,N/A
Q7DB81	PIRSF033018,,secreted protein EspD
Q7DBF3	PIRSF000390,,pyridoxal dependent aminotransferase, DegT/DnrJ/EryC1/StrS types
Q7DBF4	N/A,,N/A
Q7DBF5	N/A,,N/A
Q7DBF6	N/A,,N/A
Q7DBF8	N/A,,N/A
Q7DBL5	PIRSF004648,,insertion sequence IS1203
Q7DC32	N/A,,N/A
Q7DDR9	N/A,,N/A
Q7DFN2	N/A,,N/A
Q7LX34	N/A,,N/A
Q7LX61	N/A,,N/A
Q7LX66	N/A,,N/A
Q7LX68	N/A,,N/A
Q7LX71	N/A,,N/A
Q7LX77	N/A,,N/A
Q7LX81	N/A,,N/A
Q7LX98	N/A,,N/A
Q7LXD9	N/A,,N/A
Q7LXE1	N/A,,N/A
Q7LXE8	N/A,,N/A
Q7LXH4	N/A,,N/A
Q7LXI3	N/A,,N/A
Q7LXJ1	N/A,,N/A
Q7LXK8	N/A,,N/A
Q7LXM0	N/A,,N/A
Q7LXM4	N/A,,N/A
Q7LXN5	N/A,,N/A
Q7LXP0	N/A,,N/A
Q7LXP8	N/A,,N/A
Q7LXQ2	N/A,,N/A
Q7LXR4	N/A,,N/A
Q7LXR7	N/A,,N/A
Q7LXS7	N/A,,N/A
Q7LXS8	N/A,,N/A
Q7LXT3	N/A,,N/A
Q7LXU0	N/A,,N/A
Q7LXU1	N/A,,N/A
Q7LXV0	N/A,,N/A
Q7LXV9	N/A,,N/A
Q7LXW0	N/A,,N/A
Q7LXW1	N/A,,N/A
Q7LXW8	N/A,,N/A
Q7LXX7	N/A,,N/A
Q7LY03	N/A,,N/A
Q7LYI9	N/A,,N/A
Q7LYK3	N/A,,N/A
Q7M7K0	N/A,,N/A
Q7M7K1	PIRSF030962,,dehydratase, ECs4332 type
Q7MBT7	PIRSF003187,,response regulator, NtrC type
Q7MC40	N/A,,N/A
Q7MCQ4	N/A,,N/A
Q7MCZ7	N/A,,N/A
Q7MDA6	N/A,,N/A
Q7MDB5	N/A,,N/A
Q7MDF9	PIRSF036683,,sensor protein with CHASE3 and methyl-accepting domains
Q7MDZ1	PIRSF000368,,anaerobic ribonucleoside-triphosphate reductase class III, small subunit
Q7MER8	N/A,,N/A
Q7MET6	N/A,,N/A
Q7MEX9	N/A,,N/A
Q7MF23	N/A,,N/A
Q7MFB1	N/A,,N/A
Q7MFK7	N/A,,N/A
Q7MG94	PIRSF003183,,regulatory protein MalT
Q7MHJ1	N/A,,N/A
Q7MHJ4	PIRSF000193,,pyrroline-5-carboxylate reductase
Q7MHV6	PIRSF000814,,poly(A) polymerase/tRNA nucleotidyltransferase
Q7MI44	N/A,,N/A
Q7MI93	N/A,,N/A
Q7MIE0	N/A,,N/A
Q7MIU5	N/A,,N/A
Q7MJ80	N/A,,N/A
Q7MJS1	N/A,,N/A
Q7MKX5	PIRSF036761,,glutamate dehydrogenase, Mll4104 type
Q7MMH2	N/A,,N/A
Q7MMR2	PIRSF004731,,peptide transporter protein
Q7MMU2	PIRSF002961,,flagellin
Q7MN57	PIRSF005792,,uncharacterized conserved protein HI0943
Q7MNK1	N/A,,N/A
Q7MNP3	N/A,,N/A
Q7MNX7	PIRSF001511,,type II topoisomerase, subunit B
Q7MNY1	N/A,,N/A
Q7MP86	PIRSF000392,,dimethyladenosine transferase (rRNA adenosine dimethyltransferase)
Q7MPQ9	PIRSF001465,,dTDP-4-dehydrorhamnose 3,5-epimerase
Q7TZN1	PIRSF000570,,serine/threonine-protein kinase PknF
Q7UAE6	N/A,,N/A
Q7UAH4	PIRSF005837,,NifS protein
Q7UAV7	PIRSF016106,,S-adenosyl-L-methionine dependent methyltransferase, yhiQ bacterial type
Q7UB34	N/A,,N/A
Q7UBD3	PIRSF004753,,RNA m5C Methyltransferase, Fmu type
Q7UBI7	N/A,,N/A
Q7UBI8	PIRSF004657,,hypothetical protein b3052
Q7UBT0	N/A,,N/A
Q7UBU3	PIRSF001526,,alanyl-tRNA ligase
Q7UBW5	N/A,,N/A
Q7UC56	N/A,,N/A
Q7UCT6	PIRSF006010,,sarcosine oxidase
Q7UDL2	PIRSF000729,,glutamate 5-kinase
Q7WLU9	PIRSF002930,,sporulation protein stage II
Q7WY61	PIRSF037258,,uncharacterized conserved protein
Q7ZAM1	PIRSF005246,,chromosome partition protein MukB
Q81WK7	PIRSF011572,,GTP-sensing transcription pleiotropic repressor CodY
Q81ZL3	N/A,,N/A
Q81ZL7	PIRSF004402,,phage lambda minor tail protein L
Q81ZM2	PIRSF006075,,Agrobacterium tumefaciens insertion sequence IS1312 hypothetical protein
Q81ZM8	PIRSF006075,,Agrobacterium tumefaciens insertion sequence IS1312 hypothetical protein
Q81ZN9	N/A,,N/A
Q81ZS9	N/A,,N/A
Q81ZT5	PIRSF003117,,transposase IS3
Q81ZT8	PIRSF003117,,transposase IS3
Q81ZU1	PIRSF003117,,transposase IS3
Q821A6	PIRSF000813,,tRNA nucleotidyltransferase (CCA-adding enzyme), Proteobacteria type
Q821C1	PIRSF038089,,glutamate-1-semialdehyde 2,1-aminomutase
Q821C2	PIRSF006442,,3-isopropylmalate dehydratase, large subunit
Q836B3	PIRSF037258,,uncharacterized conserved protein
Q83IM5	N/A,,N/A
Q83IP5	PIRSF002893,,sugar-specific porin;;PIRSF500419,,maltoporin [Parent=PIRSF002893]
Q83IP6	N/A,,N/A
Q83IR6	N/A,,N/A
Q83IS3	N/A,,N/A
Q83IT3	PIRSF000297,,catalase HPI
Q83IY3	PIRSF005812,,N-acetylglucosamine-1-phosphate uridyltransferase
Q83J15	N/A,,N/A
Q83J38	PIRSF001534,,glycine-tRNA ligase beta chain
Q83J89	PIRSF003068,,isoamylase-type debranching enzyme
Q83JA5	PIRSF001518,,tryptophan-tRNA ligase
Q83JB3	PIRSF036426,,siroheme synthase
Q83JC3	PIRSF003013,,translation elongation factor G
Q83JC4	PIRSF003007,,translation elongation factor Tu
Q83JF0	PIRSF003117,,transposase IS3
Q83JF9	PIRSF003012,,translation initiation factor IF-2
Q83JH9	PIRSF009264,,D-tagatose-bisphosphate aldolase class II accessory protein Z
Q83JW6	PIRSF028774,,uncharacterized conserved protein
Q83JW7	N/A,,N/A
Q83JY2	PIRSF006366,,stationary-phase survival protein SurE
Q83K06	N/A,,N/A
Q83K21	PIRSF000378,,glycyl radical cofactor protein YfiD
Q83K44	PIRSF001549,,histidyl-tRNA synthetase
Q83K48	PIRSF003117,,transposase IS3
Q83K86	PIRSF006106,,glucokinase
Q83K95	PIRSF000429,,acetyl-CoA acetyltransferase
Q83KA8	PIRSF000886,,metallophosphoesterase-fold protein, Vps29 type
Q83KD8	PIRSF019399,,PIRSF019399
Q83KK3	PIRSF005875,,hypothetical protein MG332
Q83KQ3	N/A,,N/A
Q83KR7	N/A,,N/A
Q83KS7	PIRSF004976,,PP-loop ATPase, Ncs6p/YdaO type
Q83KT5	PIRSF003117,,transposase IS3
Q83KW2	PIRSF005847,,iron-sulfur cluster assembly protein, SufB/SufD type;;PIRSF500360,,iron-sulfur cluster assembly protein SufB [Parent=PIRSF005847]
Q83KX8	PIRSF004849,,hypothetical protein HI0753
Q83L36	PIRSF001547,,phenylalanine-tRNA ligase beta chain
Q83L37	PIRSF001545,,phenylalanine-tRNA ligase alpha chain
Q83LF6	N/A,,N/A
Q83LF7	PIRSF002831,,S-adenosyl-L-methionine dependent tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
Q83LJ2	N/A,,N/A
Q83LN3	PIRSF000484,,nicotinate phosphoribosyltransferase
Q83LN4	PIRSF000515,,aspartate aminotransferase/aromatic aminotransferase, tatA type
Q83LX5	PIRSF001523,,leucine-tRNA ligase
Q83LY1	PIRSF006079,,YaaF protein
Q83LY3	PIRSF004936,,S-adenosyl-L-dependent radical SAM enzyme, miab type
Q83M12	N/A,,N/A
Q83M42	N/A,,N/A
Q83ME5	PIRSF000388,,3-methyl-2-oxobutanoate hydroxymethyltransferase
Q83MF6	N/A,,N/A
Q83MH2	PIRSF001524,,isoleucine-tRNA ligase
Q83MH5	PIRSF002581,,chaperone HSP70;;PIRSF500575,,chaperone protein DnaK [Parent=PIRSF002581]
Q83MJ8	PIRSF004489,,tRNA pseudouridine synthase B
Q83MN1	N/A,,N/A
Q83P35	PIRSF006463,,mismatch repair protein HexB
Q83P38	PIRSF000180,,fumarate reductase, subunit C (membrane anchor)
Q83PC2	PIRSF002155,,ribosomal protein, L1p/L1a/L10e/organellar L1 types
Q83PE8	PIRSF018296,,formate dehydrogenase accessory protein FdhE
Q83PF4	PIRSF005035,,GTP-binding protein, EngB type;;PIRSF500481,,GTP-binding protein EngB, bacterial type [Parent=PIRSF005035]
Q83PG1	PIRSF001408,,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
Q83PG4	PIRSF006240,,carboxy-lyase, UbiD type
Q83PJ7	PIRSF003078,,methyltransferase GidB (Glucose inhibited division protein B)
Q83PP2	PIRSF001460,,ADPglyceromanno-heptose 6-epimerase
Q83PR3	PIRSF000120,,phosphoglycerate dehydrogenase
Q83PV3	PIRSF000463,,1,4-alpha-glucan branching enzyme
Q83PY5	N/A,,N/A
Q83PY6	PIRSF002185,,ribosomal protein L16
Q83PY9	PIRSF002161,,ribosomal protein, L5p/L5a/L11e/organellar L5 types
Q83Q07	PIRSF002127,,ribosomal protein, S9p/S9a/S16e/organellar S9 types;;PIRSF500016,,ribosomal protein S9p/S9a types [Parent=PIRSF002127]
Q83Q14	PIRSF002401,,GTP-binding protein, obg type
Q83QA2	PIRSF037157,,glycine dehydrogenase
Q83QD0	PIRSF003146,,threonine-serine permease
Q83QD5	PIRSF006150,,RNA methyltransferase, RumA/RumB/RumT types;;PIRSF500395,,iron-sulfur cluster containing rRNA (uracil-5-)-methyltransferase, RumA type [Parent=PIRSF006150]
Q83QD9	N/A,,N/A
Q83QE0	PIRSF000244,,sulfite/ferredoxin-nitrite reductase;;PIRSF500145,,sulfite reductase [Parent=PIRSF000244]
Q83QK4	PIRSF002581,,chaperone HSP70
Q83QL1	PIRSF001585,,GMP synthase (glutamine-hydrolyzing)
Q83QN4	PIRSF005830,,conserved hypothetical protein b2428
Q83QN9	N/A,,N/A
Q83QQ5	PIRSF001456,,chorismate synthase
Q83QQ8	PIRSF028798,,bifunctional 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC
Q83QR1	PIRSF000120,,phosphoglycerate dehydrogenase;;PIRSF500279,,erythronate-4-phosphate dehydrogenase [Parent=PIRSF000120]
Q83QR3	PIRSF001430,,tRNA-pseudouridine synthase A, prokaryotic type
Q83QS6	PIRSF000231,,[NiFe]-hydrogenase-3-type complex, fused large subunit/NADH:quinone oxidoreductase (complex I), NuoCD subunit;;PIRSF500031,,NADH:quinone oxidoreductase (complex I), fused subunit NuoCD [Parent=PIRSF000231]
Q83QT8	PIRSF036506,,bifunctional methionyl-tRNA formyltransferase/nucleoside-diphosphate-sugar epimerase
Q83QV0	PIRSF036351,,nitrate reductase A chain
Q83QZ5	N/A,,N/A
Q83R04	PIRSF001484,,N-(5'-phospho-D-ribosylformimino)-5-amino-1-(5''-phosphoribosyl)-4-imidazolecarboxamide isomerase
Q83R64	N/A,,N/A
Q83R90	PIRSF000147,,NAD-dependent aldehyde dehydrogenase
Q83RC0	PIRSF001249,,adenosine deaminase
Q83RE8	N/A,,N/A
Q83RG1	PIRSF002193,,ribosomal protein L20
Q83RJ4	N/A,,N/A
Q83RN5	PIRSF000253,,nitrate reductase beta chain
Q83RP1	PIRSF000445,,glutamyl-tRNA reductase
Q83RP2	PIRSF000738,,ribose-phosphate pyrophosphokinase catalytic chain
Q83RR8	PIRSF006013,,NAD-dependent deacetylase
Q83RU3	PIRSF006281,,glucans biosynthesis protein, MdoG type
Q83RX5	PIRSF037618,,S-adenosyl-L-methionine dependent RNA methyltransferase, bacterial type
Q83RX6	N/A,,N/A
Q83S00	N/A,,N/A
Q83S18	N/A,,N/A
Q83S42	PIRSF003142,,excinuclease ABC chain B
Q83S54	PIRSF003117,,transposase IS3
Q83SD5	N/A,,N/A
Q83SE1	N/A,,N/A
Q83SE5	PIRSF001457,,ferrochelatase
Q83SE6	PIRSF002583,,heat shock protein, HSP90/HTPG types
Q83SG2	PIRSF005462,,deoxyxylulose-5-phosphate synthase
Q83SM9	PIRSF000235,,GMP reductase
Q83SN2	PIRSF002824,,preprotein translocase, SecA subunit
Q83SN7	PIRSF004486,,S-adenosyl-L-methionine dependent methyltransferase, MraW type
Q83SP1	PIRSF000107,,3-isopropylmalate dehydrogenase;;PIRSF500543,,3-isopropylmalate dehydrogenase [Parent=PIRSF000107]
Q83SQ0	N/A,,N/A
Q84EC7	PIRSF005719,,structural maintenance of chromosomes protein
Q84F84	PIRSF002739,,phosphocarrier protein
Q8CJR0	N/A,,N/A
Q8CJR6	N/A,,N/A
Q8CJR8	N/A,,N/A
Q8CK13	PIRSF006472,,conserved hypothetical protein MJ1129
Q8CWP9	N/A,,N/A
Q8CXS7	PIRSF000497,,methionine adenosyltransferase
Q8CY87	N/A,,N/A
Q8DR55	N/A,,N/A
Q8E1E6	N/A,,N/A
Q8E3U4	N/A,,N/A
Q8E6N7	PIRSF039064,,cell division protein FtsZ
Q8EIX3	N/A,,N/A
Q8EXC5	N/A,,N/A
Q8EXH1	N/A,,N/A
Q8EYN0	N/A,,N/A
Q8F1E5	N/A,,N/A
Q8F1E7	N/A,,N/A
Q8F1I5	N/A,,N/A
Q8F1N3	N/A,,N/A
Q8F1N6	PIRSF002930,,sporulation protein stage II
Q8F1Q9	PIRSF002930,,sporulation protein stage II
Q8F1R0	N/A,,N/A
Q8F3D4	N/A,,N/A
Q8F3G9	PIRSF002930,,sporulation protein stage II
Q8F425	N/A,,N/A
Q8F491	N/A,,N/A
Q8F563	N/A,,N/A
Q8F663	N/A,,N/A
Q8F689	N/A,,N/A
Q8F6H8	N/A,,N/A
Q8F6H9	N/A,,N/A
Q8F6K1	PIRSF006485,,GTP-binding protein EngA
Q8F6U4	N/A,,N/A
Q8F6Y5	N/A,,N/A
Q8F701	PIRSF001259,,GTP cyclohydrolase II/3,4-dihydroxy-2-butanone 4-phosphate synthase
Q8F7T3	N/A,,N/A
Q8F7V3	PIRSF002930,,sporulation protein stage II
Q8F850	N/A,,N/A
Q8F8A5	N/A,,N/A
Q8F8D0	N/A,,N/A
Q8F9U8	PIRSF024945,,PIRSF024945
Q8GP19	N/A,,N/A
Q8GP20	N/A,,N/A
Q8KX25	PIRSF004697,,uncharacterized protein with CBS and CP12 domains
Q8NQJ3	PIRSF037731,,uncharacterized conserved protein
Q8NU97	N/A,,N/A
Q8NU98	PIRSF000668,,serine/threonine-protein kinase YloP
Q8PEJ1	N/A,,N/A
Q8PEL1	N/A,,N/A
Q8PEM1	N/A,,N/A
Q8PER7	N/A,,N/A
Q8PES0	PIRSF000437,,glycerol-3-phosphate O-acyltransferase/dihydroxyacetone phosphate acyltransferase;;PIRSF500064,,glycerol-3-phosphate acyltransferase [Parent=PIRSF000437]
Q8PEV9	N/A,,N/A
Q8PEW2	N/A,,N/A
Q8PEX7	N/A,,N/A
Q8PF94	N/A,,N/A
Q8PFF4	N/A,,N/A
Q8PFG9	N/A,,N/A
Q8PFX5	PIRSF005962,,metal-dependent amidase/aminoacylase/carboxypeptidase
Q8PG87	PIRSF036587,,hybrid chemotaxis CheB-type methylesterase/CheR-type methyltransferase with a histidine kinase module
Q8PGB3	N/A,,N/A
Q8PGG6	N/A,,N/A
Q8PGJ4	N/A,,N/A
Q8PGK4	N/A,,N/A
Q8PGN7	PIRSF005849,,phosphomannomutase
Q8PGS0	N/A,,N/A
Q8PH13	PIRSF005969,,thiamin biosynthesis protein ThiC
Q8PH73	PIRSF002798,,penicillin-binding protein 1A
Q8PH84	N/A,,N/A
Q8PHY0	N/A,,N/A
Q8PHZ9	PIRSF002862,,methyl-accepting chemotaxis protein
Q8PI16	PIRSF028846,,uncharacterized conserved protein
Q8PI44	N/A,,N/A
Q8PIB8	PIRSF006151,,magnesium transport protein MgtE
Q8PIH1	N/A,,N/A
Q8PII6	PIRSF036459,,bifunctional diaminopimelate decarboxylase/aspartate kinase
Q8PIN6	N/A,,N/A
