Protein	UniProt,,TIGRFAMs Accession,,Name,,Function,,Gene Symbol,,Isology Type,,Comment
Q03223	Q03223,,TIGR00105,,L31,,ribosomal protein bL31,,rpmE,,equivalog,,This family consists exclusively of bacterial (and organellar) 50S ribosomal protein L31. In some species, such as Bacillus subtilis, this protein exists in two forms (RpmE and YtiA), one of which (RpmE) contains a pair of motifs, CXC and CXXC, for binding zinc.
Q04351	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04747	Q04747,,TIGR01720,,NRPS-para261,,non-ribosomal peptide synthase domain TIGR01720,,,,subfamily_domain,,This domain appears to be located immediately downstream from a condensation domain (PF00668), and is followed primarily by the end of the molecule or another condensation domain (in a few cases it is followed by PF00501, an AMP-binding module).  The converse is not true, PF00668 domains are not always followed by this domain.  This implicates this domain in possible post-condensation modification events. This HMM is 171 amino acids long and contains three very highly conserved regions.  At the N-terminus is a nearly invariant lysine (position 11) followed by xxxRxxPxxGxGYG in which the proline and the first glycine are invariant.  This is followed approximately 22 residues later by the motif FNYLG.  Near the C-terminus of the domain is the sequence TxSD where the serine and aspartate are nearly invariant.
Q04797	Q04797,,TIGR01296,,asd_B,,aspartate-semialdehyde dehydrogenase,,asd,,equivalog,,Two closely related families of aspartate-semialdehyde dehydrogenase are found. They differ by a deep split in phylogenetic and percent identity trees and in gap patterns. This model represents a branch more closely related to the USG-1 protein than to the other aspartate-semialdehyde dehydrogenases represented in model TIGR00978.
Q04944	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04D23	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04D47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04DB8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04DH2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04E64	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04EF1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04EJ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04EQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04FD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04FG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04G20	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04G23	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04G51	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04G81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04G86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04GE6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04GQ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04H39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04HE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04HR4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04HY8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04I74	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04IK6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04IK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04IQ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04J43	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04J64	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04JB0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04JP7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04JW5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04K81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04K99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04KL8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04KR4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04KU2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04KU8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04L24	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04LE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04LI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04LP6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04LU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04LW0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04LY0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04LZ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04M41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04ML1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04ML4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04ML5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04ML7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04MM6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04MN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04MP9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04MY5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04N48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q04N79	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q05238	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q05558	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q05562	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q05852	Q05852,,TIGR01099,,galU,,UTP--glucose-1-phosphate uridylyltransferase,,galU,,equivalog,,Built to distinquish between the highly similar genes galU and galF
Q05873	Q05873,,TIGR00422,,valS,,valine--tRNA ligase,,valS,,equivalog,,The valyl-tRNA synthetase (ValS) is a class I amino acyl-tRNA ligase and is particularly closely related to the isoleucyl tRNA synthetase.
Q05943	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q05971	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q05972	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q06065	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q06067	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q06473	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q06752	Q06752,,TIGR00435,,cysS,,cysteine--tRNA ligase,,cysS,,equivalog,,This HMM finds the cysteinyl-tRNA synthetase from most but not from all species. The enzyme from one archaeal species, Archaeoglobus fulgidus, is found but the equivalent enzymes from some other Archaea, including Methanococcus jannaschii, are not found, although biochemical evidence suggests that tRNA(Cys) in these species are charged directly with Cys rather than through a misacylation and correction pathway as for tRNA(Gln).
Q06796	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q06797	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q07428	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q07635	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q07836	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q08582	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q08787	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0P885	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0P891	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0P8J4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0P8U6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0P9X8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0P9Z9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PA33	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PA50	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PAF4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PAG4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PAJ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PAV7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PAW2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PB83	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PBD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PBF9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PBH5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PBN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q0PBW7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q1LVD4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q1RD54	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2FFR1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2FX12	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2G0B1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2G0S5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2G2F3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2M7R5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2RIF5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2YIF7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2YQA4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q2YQA5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3JYL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3JYN3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3JYQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3JZM0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K003	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K0T0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K1F5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K1H1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K1J7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K1J9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K1T4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K1U4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K1W9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K2B6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K2M3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K2N8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K2S4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K378	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K3G5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K3T2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K3W1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K447	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K4I6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K4J1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K4M5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K4P8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K565	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K5U6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K5V0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K5Y0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K601	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K6G2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K6L4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K6L5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K6V9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K7B6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K7C0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K7K6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K7M4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K7T0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K7V3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K8C9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K8I3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K8U5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K8Y5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K930	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K9G9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3K9X5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KA11	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KA73	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KAF5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KBI3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KBY4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KC07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KC40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KD22	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KD42	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KDM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KDP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KDR5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KE11	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KE48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KE50	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KEA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KFE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KFH7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KFS0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KFT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KG22	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KG56	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KGC5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KGE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KGS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KH02	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KH39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KHL4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KHX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KJ48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KJ67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KJC7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KJY5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3KK37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3L890	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q3V5W6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q44176	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q44636	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q45069	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q45477	Q45477,,TIGR00392,,ileS,,isoleucine--tRNA ligase,,ileS,,equivalog,,The isoleucyl tRNA synthetase (IleS) is a class I amino acyl-tRNA ligase and is particularly closely related to the valyl tRNA synthetase. This HMM may recognize IleS from every species, including eukaryotic cytosolic and mitochondrial forms.
Q45478	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q45495	Q45495,,TIGR00079,,pept_deformyl,,peptide deformylase,,def,,equivalog,,Peptide deformylase (EC 3.5.1.88), also called polypeptide deformylase, is a metalloenzyme that uses water to release formate from the N-terminal formyl-L-methionine of bacterial and chloroplast peptides. This enzyme should not be confused with formylmethionine deformylase (EC 3.5.1.31) which is active on free N-formyl methionine and has been reported from rat intestine.
Q45499	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q45582	Q45582,,TIGR00274,,TIGR00274,,N-acetylmuramic acid 6-phosphate etherase,,murQ,,equivalog,,This protein, MurQ, is involved in recycling components of the bacterial murein sacculus turned over during cell growth. The cell wall metabolite anhydro-N-acetylmuramic acid (anhMurNAc) is converted by a kinase, AnmK, to MurNAc-phosphate, then converted to N-acetylglucosamine-phosphate by this etherase, called MurQ. This family of proteins is similar to the C-terminal half of a number of vertebrate glucokinase regulator proteins and contains a Prosite pattern which is shared by this group of proteins in a region of local similarity.
Q45614	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q45829	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q46106	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q46845	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q46856	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q46920	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q46953	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q47690	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q48662	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q48754	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q48793	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6C9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6D0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6D3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6D5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6E0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6E1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6E8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6E9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6F0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6F3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6F5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6G3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6G6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6G9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6H0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6H1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6H4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6H9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6I0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6I3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6I4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6I9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6J0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6J3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6J4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6J5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6J8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6J9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6K5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6K6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6K7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6K8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6K9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6L0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6L1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6L3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6M2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6M3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6M6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6M9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6P0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6P3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6P4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6P6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Q2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Q4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Q9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6R2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6R8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6S0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6S1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6S4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6S5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6S7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6T1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6T2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6T7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6U2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6U6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6V0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6V4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6V5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6V6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6V8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6V9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6W2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6W3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6W4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6W5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6W6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6W7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6X3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6X5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Y3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Y4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Y8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Y9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Z1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Z4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Z5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J6Z9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J700	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J701	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J704	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J707	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J708	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J709	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J712	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J719	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J720	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J721	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J725	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J735	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q4J737	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
