Protein	Entry..Description
Q5HF76	PS00110,,Pyruvate kinase active site signature
Q5HF90	PS51880,,TGS domain profile;;PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q5HF97	PS50059,,FKBP-type peptidyl-prolyl cis-trans isomerase domain profile
Q5HFA2	PS00533,,Porphobilinogen deaminase cofactor-binding site
Q5HFA4	PS00169,,Delta-aminolevulinic acid dehydratase active site
Q5HFA8	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q5HFB9	PS51881,,Obg C-terminal (OCT) domain profile;;PS51710,,OBG-type guanine nucleotide-binding (G) domain profile;;PS00905,,GTP1/OBG family signature
Q5HFC4	
Q5HFC8	PS00103,,Purine/pyrimidine phosphoribosyl transferases signature
Q5HFD7	
Q5HFE5	
Q5HFE6	
Q5HFF2	PS00830,,Prokaryotic transcription elongation factors signature 2;;PS00829,,Prokaryotic transcription elongation factors signature 1
Q5HFH5	
Q5HFI0	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
Q5HFI1	PS51188,,Zinc finger CR-type profile;;PS50076,,dnaJ domain profile;;PS00636,,Nt-dnaJ domain signature
Q5HFI7	
Q5HFJ5	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q5HFJ9	PS00716,,Sigma-70 factors family signature 2;;PS00715,,Sigma-70 factors family signature 1
Q5HFK3	PS51432,,AP endonucleases family 2 profile;;PS00731,,AP endonucleases family 2 signature 3;;PS00730,,AP endonucleases family 2 signature 2;;PS00729,,AP endonucleases family 2 signature 1
Q5HFK9	PS00582,,Ribosomal protein L33 signature
Q5HFM3	
Q5HFM4	
Q5HFR2	PS00461,,6-phosphogluconate dehydrogenase signature
Q5HFS5	
Q5HFU2	PS51782,,LysM domain profile
Q5HFV0	PS00045,,Bacterial histone-like DNA-binding proteins signature
Q5HFV4	PS00469,,Nucleoside diphosphate kinases active site
Q5HFV7	PS00789,,Chorismate synthase signature 3;;PS00788,,Chorismate synthase signature 2;;PS00787,,Chorismate synthase signature 1
Q5HFX8	
Q5HG06	
Q5HG07	PS51826,,Peripheral subunit-binding (PSBD) domain profile;;PS50968,,Biotinyl/lipoyl domain profile;;PS00189,,2-oxo acid dehydrogenases acyltransferase component lipoyl binding site
Q5HG66	
Q5HG69	PS01244,,Aconitase family signature 2;;PS00450,,Aconitase family signature 1
Q5HG77	PS00802,,Transketolase signature 2;;PS00801,,Transketolase signature 1
Q5HG86	PS51402,,catalase family profile;;PS00438,,Catalase proximal active site signature;;PS00437,,Catalase proximal heme-ligand signature
Q5HGC3	PS00181,,Glutamine synthetase putative ATP-binding region signature;;PS00180,,Glutamine synthetase signature 1
Q5HGF7	PS50126,,S1 domain profile;;PS50084,,Type-1 KH domain profile
Q5HGG2	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS01176,,Initiation factor 2 signature
Q5HGH4	PS01127,,Elongation factor Ts signature 2;;PS01126,,Elongation factor Ts signature 1
Q5HGH6	PS00963,,Ribosomal protein S2 signature 2;;PS00962,,Ribosomal protein S2 signature 1
Q5HGI6	PS01216,,ATP-citrate lyase / succinyl-CoA ligases family signature 1;;PS00399,,ATP-citrate lyase / succinyl-CoA ligases family active site
Q5HGI7	PS50975,,ATP-grasp fold profile;;PS01217,,ATP-citrate lyase / succinyl-CoA ligases family signature 3
Q5HGK2	PS00061,,Short-chain dehydrogenases/reductases family signature
Q5HGK9	
Q5HGL4	
Q5HGN8	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q5HGP5	PS01135,,FtsZ protein signature 2;;PS01134,,FtsZ protein signature 1
Q5HGP8	
Q5HGP9	PS01348,,MraY family signature 2;;PS01347,,MraY family signature 1
Q5HGQ5	PS51186,,Gcn5-related N-acetyltransferase (GNAT) domain profile
Q5HGV5	PS50978,,NEAT domain profile;;PS50847,,Gram-positive cocci surface proteins LPxTG motif profile
Q5HGY8	PS00076,,Pyridine nucleotide-disulphide oxidoreductases class-I active site
Q5HGY9	PS51826,,Peripheral subunit-binding (PSBD) domain profile;;PS50968,,Biotinyl/lipoyl domain profile;;PS00189,,2-oxo acid dehydrogenases acyltransferase component lipoyl binding site
Q5HGZ0	
Q5HGZ1	
Q5HH02	PS51350,,PTS HPR domain profile;;PS00589,,PTS HPR domain serine phosphorylation site signature;;PS00369,,PTS HPR domain histidine phosphorylation site signature
Q5HH21	PS00767,,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 2;;PS00766,,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 1
Q5HH25	PS50253,,Heme-copper oxidase subunit III family profile
Q5HH38	PS00166,,Enoyl-CoA hydratase/isomerase signature
Q5HH78	
Q5HH86	
Q5HH88	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q5HHA2	
Q5HHB0	PS00871,,Chaperonins clpA/B signature 2;;PS00870,,Chaperonins clpA/B signature 1
Q5HHC2	PS51463,,Glucose-6-phosphate isomerase family profile;;PS00765,,Phosphoglucose isomerase signature 1;;PS00174,,Phosphoglucose isomerase signature 2
Q5HHC7	PS00074,,Glu / Leu / Phe / Val dehydrogenases active site
Q5HHG0	
Q5HHG4	
Q5HHH4	
Q5HHP1	PS00164,,Enolase signature
Q5HHP3	PS51440,,Triosephosphate isomerase (TIM) family profile;;PS00171,,Triosephosphate isomerase active site
Q5HHP5	PS00211,,ABC transporters family signature;;PS00071,,Glyceraldehyde 3-phosphate dehydrogenase active site
Q5HHR0	PS51194,,Superfamilies 1 and 2 helicase C-terminal domain profile;;PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile;;PS50151,,UVR domain profile
Q5HHR8	
Q5HHS7	PS00759,,ArgE / dapE / ACY1 / CPG2 / yscS family signature 2;;PS00758,,ArgE / dapE / ACY1 / CPG2 / yscS family signature 1
Q5HHY2	PS50995,,MarR-type HTH domain profile;;PS01117,,MarR-type HTH domain signature
Q5HI51	
Q5HI88	
Q5HI89	
Q5HIA5	
Q5HIC2	
Q5HIC7	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q5HIC8	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q5HIC9	PS00052,,Ribosomal protein S7 signature
Q5HID2	PS00290,,Immunoglobulins and major histocompatibility complex proteins signature
Q5HID3	PS01166,,RNA polymerases beta chain signature
Q5HID7	PS01199,,Ribosomal protein L1 signature
Q5HID8	PS00359,,Ribosomal protein L11 signature
Q5HIE7	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q5HIF2	
Q5HIF5	PS51129,,PdxS/SNZ family profile;;PS01235,,PdxS/SNZ family signature
Q5HIF7	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q5HIH4	PS00591,,Glycosyl hydrolases family 10 (GH10) active site
Q5HIH8	
Q5HIJ5	PS01331,,Thymidylate kinase signature
Q5HIJ8	
Q5HIQ7	PS51371,,CBS domain profile;;PS00487,,IMP dehydrogenase / GMP reductase signature
Q5HIS8	PS50935,,Single-strand binding (SSB) domain profile
Q5HIT8	
Q5HJ86	PS50901,,FtsK domain profile
Q5HJI0	PS51103,,PTS_EIIC type-1 domain profile;;PS51098,,PTS_EIIB type-1 domain profile;;PS01035,,PTS EIIB domains cysteine phosphorylation site signature
Q5HJM9	
Q5HJR8	PS01124,,Bacterial regulatory proteins, araC family DNA-binding domain profile;;PS00041,,Bacterial regulatory proteins, araC family signature
Q5HJU7	PS51109,,G5 domain profile;;PS50847,,Gram-positive cocci surface proteins LPxTG motif profile
Q5HJZ0	
Q5HJZ6	
Q5SH27	
Q5SH98	
Q5SHB2	PS50163,,RecA family profile 2;;PS50162,,RecA family profile 1;;PS00321,,recA signature
Q5SHD1	
Q5SHF7	
Q5SHQ9	PS00113,,Adenylate kinase signature
Q5SHV2	
Q5SI56	PS00096,,Serine hydroxymethyltransferase pyridoxal-phosphate attachment site
Q5SI59	
Q5SI61	
Q5SIE6	
Q5SIH4	
Q5SIL2	
Q5SIY7	
Q5SJ45	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q5SJ72	
Q5SJ94	PS00767,,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 2;;PS00766,,Tetrahydrofolate dehydrogenase/cyclohydrolase signature 1
Q5SJB8	PS51331,,Flavin-dependent thymidylate synthase (thyX) domain profile
Q5SJC3	
Q5SJE8	PS01054,,Transaldolase signature 1;;PS00958,,Transaldolase active site
Q5SJE9	
Q5SJP2	
Q5SK59	
Q5SKC3	
Q5SKH7	
Q5SKH9	
Q5SKJ3	
Q5SKV1	
Q5SKV6	
Q5SKV7	PS00068,,Malate dehydrogenase active site signature
Q5SKV9	
Q5SKW6	
Q5SL35	
Q5SL36	PS00885,,EPSP synthase signature 2;;PS00104,,EPSP synthase signature 1
Q5SLE0	
Q5SLM2	PS00296,,Chaperonins cpn60 signature
Q5SM04	
Q5SM05	
Q5SM21	
Q5SM27	
Q5W264	PS50075,,Carrier protein (CP) domain profile;;PS00599,,Aminotransferases class-II pyridoxal-phosphate attachment site;;PS00012,,Phosphopantetheine attachment site
Q6MWW6	
Q6MWW7	
Q6MWZ4	
Q6MWZ8	
Q6MX13	
Q6MX17	
Q6MX28	
Q6MX43	
Q6N0G2	
Q6N0G9	
Q6N0K2	
Q6N0L2	
Q6N0T2	
Q6N122	
Q6N184	
Q6N205	
Q6N2W9	
Q6N387	
Q6N4H8	
Q6N4I2	
Q6N4Q4	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q6N4Y2	
Q6N4Z3	
Q6N5C3	PS00469,,Nucleoside diphosphate kinases active site
Q6N5C6	
Q6N5H3	
Q6N5J7	
Q6N5K7	
Q6N5M1	
Q6N5Q2	PS00963,,Ribosomal protein S2 signature 2;;PS00962,,Ribosomal protein S2 signature 1
Q6N650	PS00360,,Ribosomal protein S9 signature
Q6N693	PS00096,,Serine hydroxymethyltransferase pyridoxal-phosphate attachment site
Q6N6B2	
Q6N6I8	
Q6N6P1	
Q6N6V1	PS01275,,Elongation factor P signature
Q6N706	
Q6N717	
Q6N729	
Q6N808	
Q6N822	
Q6N899	
Q6N8A6	
Q6N938	
Q6N973	
Q6N9K7	
Q6N9L2	
Q6N9L5	
Q6N9N5	
Q6N9P5	
Q6N9Q4	
Q6NAH9	
Q6NAI0	
Q6NAN5	
Q6NAX9	
Q6NB88	
Q6NBQ6	
Q6NC67	
Q6NC89	
Q6NCA9	
Q6NCE1	
Q6NCN8	PS50126,,S1 domain profile;;PS50084,,Type-1 KH domain profile
Q6NCP1	PS50873,,Plant heme peroxidase family profile;;PS00436,,Peroxidases active site signature;;PS00435,,Peroxidases proximal heme-ligand signature
Q6NCQ5	
Q6NCW4	
Q6NCX7	PS00626,,Regulator of chromosome condensation (RCC1) signature 2
Q6ND51	
Q6ND84	
Q6NDB1	
Q6NDB8	
Q6NDC0	
Q6NDC3	
Q6NDL1	
Q6NDM3	
Q6NDQ4	
Q6RKB1	PS50075,,Carrier protein (CP) domain profile;;PS00455,,Putative AMP-binding domain signature;;PS00061,,Short-chain dehydrogenases/reductases family signature;;PS00012,,Phosphopantetheine attachment site
Q6U5Y3	
Q6UAC2	
Q6XKD8	
Q6YRP4	
Q6YRR4	
Q6YRR7	
Q6YRT1	
Q6YRT3	
Q6YRW6	
Q6YRX3	
Q6YS03	
Q6ZED5	
Q6ZEL7	
Q6ZEQ1	
Q6ZES1	
Q6ZES9	
Q6ZET8	
Q6ZEV3	
Q6ZEW2	
Q6ZEW4	
Q72G88	
Q72G91	
Q72GE4	
Q72GG0	
Q72GJ2	
Q72GJ3	
Q72GJ6	
Q72GM1	
Q72GQ0	PS00469,,Nucleoside diphosphate kinases active site
Q72GR8	
Q72GS2	
Q72GS6	
Q72GW4	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q72GY7	PS00532,,Phosphoenolpyruvate carboxykinase (ATP) signature
Q72H36	
Q72H65	
Q72H73	
Q72H76	
Q72H84	
Q72H94	
Q72H95	
Q72HJ9	
Q72HR6	
Q72HS2	
Q72HY1	
Q72I33	PS01167,,Ribosomal protein L17 signature
Q72I53	PS00377,,S-adenosylmethionine synthase signature 2;;PS00376,,S-adenosylmethionine synthase signature 1
Q72ID4	
Q72II3	
Q72IJ6	
Q72IN0	PS51273,,Glutamine amidotransferase type 1 domain profile
Q72IR9	
Q72IV2	
Q72IW9	
Q72IY9	
Q72J52	
Q72JG7	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q72JH2	
Q72JJ5	
Q72JN9	PS51331,,Flavin-dependent thymidylate synthase (thyX) domain profile
Q72JS7	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
Q72K80	
Q72K94	
Q72KG7	
Q72KV7	
Q72L91	
Q72LA0	
Q72LE2	
Q72LH0	
Q72LH1	PS00885,,EPSP synthase signature 2;;PS00104,,EPSP synthase signature 1
Q746M9	
Q746N1	
Q797B3	
Q79EE5	
Q79FL8	
Q79FP1	
Q79FP2	
Q79FV7	
Q79FW0	
Q79PF4	PS51146,,KaiC domain profile
Q7A4R9	PS50110,,Response regulatory domain profile;;PS50043,,LuxR-type HTH domain profile;;PS00622,,LuxR-type HTH domain signature
Q7AKG8	
Q7AKN8	
Q7AKQ4	
Q7AKQ6	PS51475,,Proteasome alpha-type subunit profile;;PS00388,,Proteasome alpha-type subunits signature
Q7AKR9	
Q7AP59	
Q7AP65	
Q7APD8	
Q7BBW0	PS50110,,Response regulatory domain profile
Q7BC73	
Q7BSW5	PS51691,,Peptidase family S6 domain profile;;PS51208,,Autotransporter beta-domain profile
Q7CDZ7	
Q7CE61	
Q7CE65	
Q7D4L9	
Q7D5R0	
Q7D9D7	
Q7D9F6	
Q7D9S1	
Q7DB53	
Q7DB54	
Q7DB80	
Q7DB81	
Q7DBF3	
Q7DBF4	
Q7DBF5	
Q7DBF6	
Q7DBF8	
Q7DBL5	
Q7DC32	
Q7DDR9	PS51459,,Fido domain profile;;PS00230,,Neuraxin and MAP1B proteins repeated region signature
Q7DFN2	
Q7LX34	
Q7LX61	
Q7LX66	
Q7LX68	
Q7LX71	
Q7LX77	
Q7LX81	
Q7LX98	
Q7LXD9	
Q7LXE1	
Q7LXE8	
Q7LXH4	
Q7LXI3	
Q7LXJ1	
Q7LXK8	
Q7LXM0	
Q7LXM4	
Q7LXN5	
Q7LXP0	
Q7LXP8	
Q7LXQ2	
Q7LXR4	
Q7LXR7	
Q7LXS7	
Q7LXS8	
Q7LXT3	
Q7LXU0	
Q7LXU1	
Q7LXV0	
Q7LXV9	
Q7LXW0	
Q7LXW1	
Q7LXW8	
Q7LXX7	
Q7LY03	
Q7LYI9	PS00059,,Zinc-containing alcohol dehydrogenases signature
Q7LYK3	
Q7M7K0	PS51831,,HD domain profile
Q7M7K1	
Q7MBT7	
Q7MC40	
Q7MCQ4	
Q7MCZ7	
Q7MDA6	
Q7MDB5	
Q7MDF9	
Q7MDZ1	
Q7MER8	
Q7MET6	
Q7MEX9	
Q7MF23	
Q7MFB1	
Q7MFK7	
Q7MG94	PS50043,,LuxR-type HTH domain profile;;PS00622,,LuxR-type HTH domain signature
Q7MHJ1	
Q7MHJ4	
Q7MHV6	
Q7MI44	
Q7MI93	PS00933,,FGGY family of carbohydrate kinases signature 1;;PS00445,,FGGY family of carbohydrate kinases signature 2
Q7MIE0	
Q7MIU5	
Q7MJ80	
Q7MJS1	
Q7MKX5	
Q7MMH2	
Q7MMR2	
Q7MMU2	
Q7MN57	PS51161,,ATP-cone domain profile
Q7MNK1	PS00871,,Chaperonins clpA/B signature 2;;PS00870,,Chaperonins clpA/B signature 1
Q7MNP3	
Q7MNX7	
Q7MNY1	
Q7MP86	PS51689,,rRNA adenine N(6)-methyltransferase family profile;;PS01131,,Ribosomal RNA adenine dimethylases signature
Q7MPQ9	
Q7TZN1	PS50011,,Protein kinase domain profile;;PS00108,,Serine/Threonine protein kinases active-site signature;;PS00107,,Protein kinases ATP-binding region signature
Q7UAE6	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q7UAH4	PS00595,,Aminotransferases class-V pyridoxal-phosphate attachment site
Q7UAV7	
Q7UB34	PS51851,,KARI C-terminal domain profile;;PS51850,,KARI N-terminal domain profile
Q7UBD3	PS51686,,SAM-dependent MTase RsmB/NOP-type domain profile;;PS01153,,NOL1/NOP2/sun family signature
Q7UBI7	
Q7UBI8	PS00584,,pfkB family of carbohydrate kinases signature 2;;PS00583,,pfkB family of carbohydrate kinases signature 1
Q7UBT0	
Q7UBU3	PS50860,,Alanyl-transfer RNA synthetases family profile
Q7UBW5	PS00871,,Chaperonins clpA/B signature 2;;PS00870,,Chaperonins clpA/B signature 1
Q7UC56	PS51839,,His(Cys)3-ligated-type [4Fe-4S] domain profile;;PS51669,,Prokaryotic molybdopterin oxidoreductases 4Fe-4S domain profile;;PS51085,,2Fe-2S ferredoxin-type iron-sulfur binding domain profile;;PS00643,,Respiratory-chain NADH dehydrogenase 75 Kd subunit signature 3;;PS00642,,Respiratory-chain NADH dehydrogenase 75 Kd subunit signature 2;;PS00641,,Respiratory-chain NADH dehydrogenase 75 Kd subunit signature 1;;PS00197,,2Fe-2S ferredoxin-type iron-sulfur binding region signature
Q7UCT6	
Q7UDL2	PS50890,,PUA domain profile;;PS00902,,Glutamate 5-kinase signature
Q7WLU9	PS50801,,STAS domain profile
Q7WY61	
Q7ZAM1	
Q81WK7	
Q81ZL3	
Q81ZL7	
Q81ZM2	
Q81ZM8	
Q81ZN9	
Q81ZS9	
Q81ZT5	
Q81ZT8	
Q81ZU1	
Q821A6	PS51831,,HD domain profile
Q821C1	PS00600,,Aminotransferases class-III pyridoxal-phosphate attachment site
Q821C2	PS01244,,Aconitase family signature 2;;PS00450,,Aconitase family signature 1
Q836B3	
Q83IM5	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q83IP5	
Q83IP6	
Q83IR6	PS50889,,S4 RNA-binding domain profile;;PS01149,,Rsu family of pseudouridine synthase signature
Q83IS3	PS51462,,Nudix hydrolase domain profile;;PS00893,,Nudix box signature
Q83IT3	PS50873,,Plant heme peroxidase family profile;;PS00436,,Peroxidases active site signature;;PS00435,,Peroxidases proximal heme-ligand signature
Q83IY3	PS00101,,Hexapeptide-repeat containing-transferases signature
Q83J15	PS00103,,Purine/pyrimidine phosphoribosyl transferases signature
Q83J38	PS50861,,Heterodimeric glycyl-transfer RNA synthetases family profile
Q83J89	
Q83JA5	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q83JB3	PS00840,,Uroporphyrin-III C-methyltransferase signature 2;;PS00839,,Uroporphyrin-III C-methyltransferase signature 1
Q83JC3	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q83JC4	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
Q83JF0	
Q83JF9	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS01176,,Initiation factor 2 signature
Q83JH9	
Q83JW6	
Q83JW7	
Q83JY2	
Q83K06	
Q83K21	PS51149,,Glycine radical domain profile;;PS00850,,Glycine radical domain signature
Q83K44	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q83K48	
Q83K86	
Q83K95	PS00737,,Thiolases signature 2;;PS00099,,Thiolases active site;;PS00098,,Thiolases acyl-enzyme intermediate signature
Q83KA8	
Q83KD8	
Q83KK3	
Q83KQ3	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q83KR7	PS51298,,Zinc import ATP-binding protein znuC family profile;;PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
Q83KS7	
Q83KT5	
Q83KW2	
Q83KX8	
Q83L36	PS51483,,B5 domain profile;;PS51447,,Ferredoxin-fold anticodon binding (FDX-ACB) domain profile;;PS50886,,tRNA-binding domain profile
Q83L37	PS50862,,Aminoacyl-transfer RNA synthetases class-II family profile
Q83LF6	PS01149,,Rsu family of pseudouridine synthase signature
Q83LF7	PS00070,,Aldehyde dehydrogenases cysteine active site
Q83LJ2	
Q83LN3	
Q83LN4	
Q83LX5	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q83LY1	PS01247,,Inosine-uridine preferring nucleoside hydrolase family signature
Q83LY3	PS51449,,Methylthiotransferase N-terminal domain profile;;PS50926,,TRAM domain profile;;PS01278,,Methylthiotransferase radical SAM domain signature
Q83M12	
Q83M42	PS00103,,Purine/pyrimidine phosphoribosyl transferases signature
Q83ME5	
Q83MF6	PS01135,,FtsZ protein signature 2;;PS01134,,FtsZ protein signature 1
Q83MH2	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q83MH5	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
Q83MJ8	
Q83MN1	
Q83P35	PS00058,,DNA mismatch repair proteins mutL / hexB / PMS1 signature
Q83P38	
Q83PC2	PS01199,,Ribosomal protein L1 signature
Q83PE8	
Q83PF4	PS51706,,EngB-type guanine nucleotide-binding (G) domain profile
Q83PG1	PS00166,,Enoyl-CoA hydratase/isomerase signature;;PS00067,,3-hydroxyacyl-CoA dehydrogenase signature
Q83PG4	
Q83PJ7	
Q83PP2	
Q83PR3	PS00671,,D-isomer specific 2-hydroxyacid dehydrogenases signature 3;;PS00670,,D-isomer specific 2-hydroxyacid dehydrogenases signature 2;;PS00065,,D-isomer specific 2-hydroxyacid dehydrogenases NAD-binding signature
Q83PV3	
Q83PY5	PS00464,,Ribosomal protein L22 signature
Q83PY6	PS00701,,Ribosomal protein L16 signature 2;;PS00586,,Ribosomal protein L16 signature 1
Q83PY9	PS00358,,Ribosomal protein L5 signature
Q83Q07	PS00360,,Ribosomal protein S9 signature
Q83Q14	PS51710,,OBG-type guanine nucleotide-binding (G) domain profile;;PS00905,,GTP1/OBG family signature
Q83QA2	
Q83QD0	
Q83QD5	PS51687,,SAM-dependent methyltransferase RNA m(5)U-type domain profile;;PS50926,,TRAM domain profile;;PS01231,,RNA methyltransferase trmA family signature 2;;PS01230,,RNA methyltransferase trmA family signature 1
Q83QD9	PS51384,,Ferredoxin reductase-type FAD binding domain profile;;PS50902,,Flavodoxin-like domain profile
Q83QE0	PS00365,,Nitrite and sulfite reductases iron-sulfur/siroheme-binding site
Q83QK4	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
Q83QL1	PS51553,,GMP synthetase ATP pyrophosphatase (GMPS ATP-PPase) domain profile;;PS51273,,Glutamine amidotransferase type 1 domain profile
Q83QN4	PS51464,,SIS domain profile;;PS01272,,Glucokinase regulatory protein family signature
Q83QN9	
Q83QQ5	PS00789,,Chorismate synthase signature 3;;PS00788,,Chorismate synthase signature 2;;PS00787,,Chorismate synthase signature 1
Q83QQ8	
Q83QR1	PS00671,,D-isomer specific 2-hydroxyacid dehydrogenases signature 3;;PS00670,,D-isomer specific 2-hydroxyacid dehydrogenases signature 2;;PS00065,,D-isomer specific 2-hydroxyacid dehydrogenases NAD-binding signature
Q83QR3	
Q83QS6	PS00542,,Respiratory chain NADH dehydrogenase 30 Kd subunit signature;;PS00535,,Respiratory chain NADH dehydrogenase 49 Kd subunit signature
Q83QT8	
Q83QV0	PS51669,,Prokaryotic molybdopterin oxidoreductases 4Fe-4S domain profile;;PS51318,,Twin arginine translocation (Tat) signal profile;;PS00932,,Prokaryotic molybdopterin oxidoreductases signature 3;;PS00551,,Prokaryotic molybdopterin oxidoreductases signature 1;;PS00490,,Prokaryotic molybdopterin oxidoreductases signature 2
Q83QZ5	
Q83R04	
Q83R64	
Q83R90	PS00687,,Aldehyde dehydrogenases glutamic acid active site;;PS00070,,Aldehyde dehydrogenases cysteine active site
Q83RC0	PS00485,,Adenosine and AMP deaminase signature
Q83RE8	PS00061,,Short-chain dehydrogenases/reductases family signature
Q83RG1	PS00937,,Ribosomal protein L20 signature
Q83RJ4	PS51450,,Leucine-rich repeat profile
Q83RN5	PS51379,,4Fe-4S ferredoxin-type iron-sulfur binding domain profile;;PS00198,,4Fe-4S ferredoxin-type iron-sulfur binding region signature
Q83RP1	PS00747,,Glutamyl-tRNA reductase signature
Q83RP2	
Q83RR8	PS50305,,Sirtuin catalytic domain profile
Q83RU3	
Q83RX5	PS51165,,THUMP domain profile;;PS01261,,Uncharacterized protein family UPF0020 signature;;PS00092,,N-6 Adenine-specific DNA methylases signature
Q83RX6	PS00912,,Dihydroorotate dehydrogenase signature 2;;PS00911,,Dihydroorotate dehydrogenase signature 1
Q83S00	PS50901,,FtsK domain profile
Q83S18	PS50975,,ATP-grasp fold profile
Q83S42	PS51194,,Superfamilies 1 and 2 helicase C-terminal domain profile;;PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile;;PS50151,,UVR domain profile
Q83S54	
Q83SD5	PS50206,,Rhodanese domain profile
Q83SE1	
Q83SE5	PS00534,,Ferrochelatase signature
Q83SE6	PS00298,,Heat shock hsp90 proteins family signature
Q83SG2	PS00802,,Transketolase signature 2;;PS00801,,Transketolase signature 1
Q83SM9	PS00487,,IMP dehydrogenase / GMP reductase signature
Q83SN2	PS51196,,SecA family profile;;PS01312,,SecA family signature
Q83SN7	
Q83SP1	PS00470,,Isocitrate and isopropylmalate dehydrogenases signature
Q83SQ0	
Q84EC7	
Q84F84	PS51350,,PTS HPR domain profile;;PS00589,,PTS HPR domain serine phosphorylation site signature;;PS00369,,PTS HPR domain histidine phosphorylation site signature
Q8CJR0	
Q8CJR6	
Q8CJR8	
Q8CK13	
Q8CWP9	
Q8CXS7	PS00377,,S-adenosylmethionine synthase signature 2;;PS00376,,S-adenosylmethionine synthase signature 1
Q8CY87	
Q8DR55	
Q8E1E6	
Q8E3U4	
Q8E6N7	
Q8EIX3	
Q8EXC5	
Q8EXH1	
Q8EYN0	
Q8F1E5	
Q8F1E7	
Q8F1I5	
Q8F1N3	
Q8F1N6	
Q8F1Q9	
Q8F1R0	
Q8F3D4	
Q8F3G9	
Q8F425	
Q8F491	
Q8F563	
Q8F663	
Q8F689	
Q8F6H8	
Q8F6H9	
Q8F6K1	PS51712,,EngA-type guanine nucleotide-binding (G) domain profile
Q8F6U4	
Q8F6Y5	
Q8F701	
Q8F7T3	
Q8F7V3	
Q8F850	
Q8F8A5	
Q8F8D0	
Q8F9U8	
Q8GP19	PS50109,,Histidine kinase domain profile
Q8GP20	PS51755,,OmpR/PhoB-type DNA-binding domain profile;;PS50110,,Response regulatory domain profile
Q8KX25	
Q8NQJ3	PS50006,,Forkhead-associated (FHA) domain profile
Q8NU97	PS50011,,Protein kinase domain profile;;PS00108,,Serine/Threonine protein kinases active-site signature;;PS00107,,Protein kinases ATP-binding region signature
Q8NU98	PS51178,,PASTA domain profile;;PS50011,,Protein kinase domain profile;;PS00108,,Serine/Threonine protein kinases active-site signature;;PS00107,,Protein kinases ATP-binding region signature
Q8PEJ1	
Q8PEL1	
Q8PEM1	
Q8PER7	
Q8PES0	
Q8PEV9	
Q8PEW2	
Q8PEX7	
Q8PF94	
Q8PFF4	
Q8PFG9	
Q8PFX5	
Q8PG87	
Q8PGB3	
Q8PGG6	PS00153,,ATP synthase gamma subunit signature
