Protein	Family,,Description,,Region
Q8RDL1	2.60.40.1760,,glycosyl hydrolase (family 31),,2-207;;3.20.20.80,,Glycosidases,,209-562;;2.60.40.1180,,Golgi alpha-mannosidase II,,563-640;;2.60.40.1180,,Golgi alpha-mannosidase II,,642-749
Q8TSY2	N/A,,N/A,,N/A
Q8TZX0	2.40.50.1010,,,,251-401
Q8VKS0	N/A,,N/A,,N/A
Q8VKS5	N/A,,N/A,,N/A
Q8VQA0	N/A,,N/A,,N/A
Q8VSB2	N/A,,N/A,,N/A
Q8VSC3	N/A,,N/A,,N/A
Q8X3W8	N/A,,N/A,,N/A
Q8X405	N/A,,N/A,,N/A
Q8X492	N/A,,N/A,,N/A
Q8X4E2	N/A,,N/A,,N/A
Q8X4K9	N/A,,N/A,,N/A
Q8X4P8	N/A,,N/A,,N/A
Q8X4T7	N/A,,N/A,,N/A
Q8X4V5	N/A,,N/A,,N/A
Q8X505	N/A,,N/A,,N/A
Q8X5C4	N/A,,N/A,,N/A
Q8X5E9	N/A,,N/A,,N/A
Q8X5H9	N/A,,N/A,,N/A
Q8X5N5	N/A,,N/A,,N/A
Q8X5V1	N/A,,N/A,,N/A
Q8X5V5	N/A,,N/A,,N/A
Q8X5Z8	N/A,,N/A,,N/A
Q8X600	N/A,,N/A,,N/A
Q8X611	N/A,,N/A,,N/A
Q8X6M8	N/A,,N/A,,N/A
Q8X6S3	N/A,,N/A,,N/A
Q8X6Z6	N/A,,N/A,,N/A
Q8X722	N/A,,N/A,,N/A
Q8X733	N/A,,N/A,,N/A
Q8X737	N/A,,N/A,,N/A
Q8X743	N/A,,N/A,,N/A
Q8X7C5	N/A,,N/A,,N/A
Q8X7C9	N/A,,N/A,,N/A
Q8X7F2	N/A,,N/A,,N/A
Q8X7H3	N/A,,N/A,,N/A
Q8X7H4	N/A,,N/A,,N/A
Q8X7L9	N/A,,N/A,,N/A
Q8X7M9	N/A,,N/A,,N/A
Q8X7N4	N/A,,N/A,,N/A
Q8X7N8	N/A,,N/A,,N/A
Q8X7P7	N/A,,N/A,,N/A
Q8X7T4	N/A,,N/A,,N/A
Q8X7V5	N/A,,N/A,,N/A
Q8X7X0	N/A,,N/A,,N/A
Q8X825	N/A,,N/A,,N/A
Q8X8G1	N/A,,N/A,,N/A
Q8X8G9	N/A,,N/A,,N/A
Q8X8H0	N/A,,N/A,,N/A
Q8X8I5	N/A,,N/A,,N/A
Q8X8J5	N/A,,N/A,,N/A
Q8X8L3	N/A,,N/A,,N/A
Q8X8T9	N/A,,N/A,,N/A
Q8X8W2	N/A,,N/A,,N/A
Q8X8Y7	N/A,,N/A,,N/A
Q8X8Z9	N/A,,N/A,,N/A
Q8X902	N/A,,N/A,,N/A
Q8X903	N/A,,N/A,,N/A
Q8X966	N/A,,N/A,,N/A
Q8X984	N/A,,N/A,,N/A
Q8X996	N/A,,N/A,,N/A
Q8X9B0	N/A,,N/A,,N/A
Q8X9L1	N/A,,N/A,,N/A
Q8X9T7	N/A,,N/A,,N/A
Q8X9V2	N/A,,N/A,,N/A
Q8XA02	N/A,,N/A,,N/A
Q8XA55	N/A,,N/A,,N/A
Q8XAA8	N/A,,N/A,,N/A
Q8XAC5	N/A,,N/A,,N/A
Q8XAQ4	N/A,,N/A,,N/A
Q8XAT3	N/A,,N/A,,N/A
Q8XAT4	N/A,,N/A,,N/A
Q8XB28	N/A,,N/A,,N/A
Q8XB34	N/A,,N/A,,N/A
Q8XB62	N/A,,N/A,,N/A
Q8XBF4	N/A,,N/A,,N/A
Q8XBJ9	N/A,,N/A,,N/A
Q8XBR3	N/A,,N/A,,N/A
Q8XBV3	N/A,,N/A,,N/A
Q8XC28	N/A,,N/A,,N/A
Q8XC76	N/A,,N/A,,N/A
Q8XC86	N/A,,N/A,,N/A
Q8XCA9	N/A,,N/A,,N/A
Q8XCD0	N/A,,N/A,,N/A
Q8XCF9	N/A,,N/A,,N/A
Q8XCG0	N/A,,N/A,,N/A
Q8XCI5	N/A,,N/A,,N/A
Q8XCU8	N/A,,N/A,,N/A
Q8XCV0	N/A,,N/A,,N/A
Q8XCW5	N/A,,N/A,,N/A
Q8XD03	N/A,,N/A,,N/A
Q8XD33	N/A,,N/A,,N/A
Q8XD88	N/A,,N/A,,N/A
Q8XDD5	N/A,,N/A,,N/A
Q8XDE7	N/A,,N/A,,N/A
Q8XDE9	N/A,,N/A,,N/A
Q8XDF3	N/A,,N/A,,N/A
Q8XDF5	N/A,,N/A,,N/A
Q8XDF6	N/A,,N/A,,N/A
Q8XDG0	N/A,,N/A,,N/A
Q8XDL9	N/A,,N/A,,N/A
Q8XDP3	N/A,,N/A,,N/A
Q8XDR9	N/A,,N/A,,N/A
Q8XDS0	N/A,,N/A,,N/A
Q8XDW4	N/A,,N/A,,N/A
Q8XDW9	N/A,,N/A,,N/A
Q8XE27	N/A,,N/A,,N/A
Q8XE60	N/A,,N/A,,N/A
Q8XE67	N/A,,N/A,,N/A
Q8XE69	N/A,,N/A,,N/A
Q8XEA7	N/A,,N/A,,N/A
Q8XEB4	N/A,,N/A,,N/A
Q8XEG2	N/A,,N/A,,N/A
Q8Y3P9	2.40.180.10,,Catalase HpII,  Chain A, domain 1,,2-488
Q8Y3T4	1.10.287.40,,,,1-105;;3.30.930.10,,Bira Bifunctional Protein; Domain 2,,106-427
Q8Y3Z5	3.40.50.2300,,,,1-101
Q8Y421	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-292;;2.40.30.10,,Translation factors,,293-402;;3.30.70.870,,Elongation Factor G (Translational Gtpase), domain 3,,403-480;;3.30.70.240,,,,601-671;;3.30.230.10,,,,481-600,672-684
Q8Y422	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-203;;2.40.30.10,,Translation factors,,206-335;;2.40.30.10,,Translation factors,,339-393
Q8Y423	1.10.1790.10,,PTS-regulatory domain, PRD,,298-396;;3.40.50.2300,,,,405-492;;3.40.930.10,,Mannitol-specific EII; Chain A,,542-688
Q8Y424	3.40.930.10,,Mannitol-specific EII; Chain A,,1-144
Q8Y436	3.90.1010.20,,,,52-174;;3.90.1010.20,,,,175-296
Q8Y444	3.90.930.12,,,,1-82;;3.90.930.12,,,,83-178
Q8Y459	3.30.230.10,,,,3-130
Q8Y495	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-285;;3.40.50.880,,,,286-532
Q8Y498	3.20.20.70,,Aldolase class I,,1-284
Q8Y4B2	3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,33-283;;3.90.1150.10,,Aspartate Aminotransferase, domain 1,,6-32,284-391
Q8Y4B3	3.40.50.2020,,,,1-209
Q8Y4C0	2.40.30.20,,,,1-93;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,94-371;;1.20.150.20,,,,372-499
Q8Y4C6	3.10.129.10,,Hotdog Thioesterase ,,1-140
Q8Y4F0	1.20.58.220,,Phosphate transport system protein phou homolog 2; domain 2,,3-219
Q8Y4F3	1.10.3210.10,,Hypothetical protein af1432,,1-215
Q8Y4F7	N/A,,N/A,,N/A
Q8Y4H0	3.10.28.10,,Homing endonucleases,,1-214;;1.10.10.10,,""winged helix"" repressor DNA binding domain,,215-309
Q8Y4I1	3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,150-317
Q8Y4I2	3.40.50.1260,,,,1-175;;3.40.50.1260,,,,182-383
Q8Y4I4	3.40.720.10,,Alkaline Phosphatase, subunit A,,5-76,312-508;;3.40.1450.10,,2,3-Bisphosphoglycerate-independent phosphoglycerate mutase, substrate-binding domain,,77-311
Q8Y4L1	3.40.30.10,,Glutaredoxin,,1-115
Q8Y4L6	1.10.287.130,,,,125-224;;3.30.565.10,,,,230-379
Q8Y4M2	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-251
Q8Y4M3	N/A,,N/A,,N/A
Q8Y4P6	3.50.50.100,,,,1-403
Q8Y4R1	3.40.50.2300,,,,1-102
Q8Y4R7	3.40.50.10490,,Glucose-6-phosphate isomerase like protein; domain 1,,1-62;;3.40.50.10490,,Glucose-6-phosphate isomerase like protein; domain 1,,63-226;;3.40.50.10490,,Glucose-6-phosphate isomerase like protein; domain 1,,227-417
Q8Y4U6	3.40.930.10,,Mannitol-specific EII; Chain A,,1-156;;3.40.50.2300,,,,159-271
Q8Y4V1	1.10.260.40,,lambda repressor-like DNA-binding domains,,1-64
Q8Y4V6	N/A,,N/A,,N/A
Q8Y560	3.30.428.10,,HIT family, subunit A,,1-140
Q8Y563	3.30.70.3430,,,,1-167
Q8Y568	3.40.50.1000,,,,7-81,180-246;;3.30.1240.10,,,,82-179
Q8Y5E6	3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,3-156;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,175-256,341-363;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,257-340;;3.30.310.50,,Major birch pollen allergen Bet v 1,,371-449
Q8Y5F0	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-251
Q8Y5G0	3.40.50.10750,,Isocitrate/Isopropylmalate dehydrogenase-like,,142-295;;3.40.50.10950,,,,18-141,296-319
Q8Y5H3	3.40.50.1820,,,,25-347
Q8Y5M1	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,10-94;;3.40.1190.10,,,,102-309;;3.90.190.20,,,,316-447
Q8Y5N6	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-65;;3.30.1340.20,,Putative transcriptional regulator TM1602, C-terminal domain,,70-173
Q8Y5N7	N/A,,N/A,,N/A
Q8Y5N8	3.40.50.620,,HUPs,,24-192,398-620;;3.90.740.10,,Isoleucyl-tRNA Synthetase; Domain 2,,193-397;;1.10.730.20,,,,631-917
Q8Y5Q9	3.40.50.510,,,,1-138
Q8Y5T8	N/A,,N/A,,N/A
Q8Y5T9	N/A,,N/A,,N/A
Q8Y5V0	1.10.150.130,,,,2-97;;1.10.443.10,,Intergrase catalytic core,,110-291
Q8Y5V8	1.20.1480.50,,,,161-254;;1.10.287.130,,,,359-437;;3.30.565.10,,,,438-596
Q8Y5W6	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-221
Q8Y5W7	2.40.50.140,,Nucleic acid-binding proteins,,5-94;;2.40.50.140,,Nucleic acid-binding proteins,,95-171;;2.40.50.140,,Nucleic acid-binding proteins,,172-259;;2.40.50.140,,Nucleic acid-binding proteins,,267-352
Q8Y5W8	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-162;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,171-352;;3.30.300.20,,,,353-436
Q8Y5X4	3.30.70.141,,,,1-147
Q8Y606	3.90.1150.10,,Aspartate Aminotransferase, domain 1,,27-63,288-388;;3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,64-287
Q8Y614	N/A,,N/A,,N/A
Q8Y629	3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,14-165;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,198-275;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,277-401
Q8Y633	3.30.1490.20,,ATP-grasp fold, A domain,,10-109,198-242;;1.20.80.30,,,,110-197;;3.30.470.20,,ATP-grasp fold, B domain,,243-340;;1.10.189.10,,Pyruvate Phosphate Dikinase, domain 2,,344-381,510-529;;3.50.30.10,,Phosphohistidine domains of PEP-utilising enzymes,,382-509;;3.20.20.60,,Phosphoenolpyruvate-binding domains,,532-872
Q8Y642	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-119;;3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,120-301
Q8Y679	3.30.200.20,,Phosphorylase Kinase; domain 1,,1-90;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,92-278;;3.30.10.20,,,,364-430;;3.30.10.20,,,,431-502;;3.30.10.20,,,,504-569;;2.60.40.2560,,,,573-653
Q8Y680	2.40.50.140,,Nucleic acid-binding proteins,,1-61;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,62-223;;1.10.40.50,,Probable gtpase engc; domain 3,,224-291
Q8Y683	1.25.40.340,,,,5-180
Q8Y692	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-53;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,77-152;;3.30.70.1620,,,,578-666;;1.20.1060.20,,,,496-577,667-679;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1037-1167
Q8Y6C9	1.10.10.160,,,,114-188;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,10-113,192-275;;1.10.486.10,,PCRA; domain 4,,384-548;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,281-383,549-635
Q8Y6D0	1.10.287.610,,Helix hairpin bin,,2-69;;3.30.470.90,,,,70-311;;2.40.50.140,,Nucleic acid-binding proteins,,312-384;;2.20.70.80,,,,385-421;;1.10.150.20,,5' to 3' exonuclease, C-terminal subdomain,,424-496;;1.10.150.20,,5' to 3' exonuclease, C-terminal subdomain,,497-576;;3.40.50.10190,,,,577-664
Q8Y6E2	3.40.50.2300,,,,2-80;;1.10.10.10,,""winged helix"" repressor DNA binding domain,,121-225
Q8Y6E4	N/A,,N/A,,N/A
Q8Y6E6	3.30.565.10,,,,190-341
Q8Y6J3	2.70.40.10,,,,1-136
Q8Y6J6	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-248
Q8Y6J7	2.40.380.10,,FomD barrel-like domain,,41-170
Q8Y6K1	1.10.10.10,,""winged helix"" repressor DNA binding domain,,3-89;;3.30.1490.190,,,,90-147
Q8Y6K9	3.40.50.970,,,,1-175;;3.40.50.1220,,TPP-binding domain,,202-379;;3.40.50.970,,,,383-579
Q8Y6L1	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,2-209;;1.10.12.10,,Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2,,210-260
Q8Y6M7	1.10.8.10,,DNA helicase RuvA subunit, C-terminal domain,,1-56;;3.30.479.20,,Elongation Factor Tu; Chain B, domain 2,,57-150;;3.30.479.20,,Elongation Factor Tu; Chain B, domain 2,,152-198,238-291;;1.10.286.20,,,,199-237
Q8Y6N7	N/A,,N/A,,N/A
Q8Y6P8	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-238
Q8Y6Q0	3.40.605.10,,Aldehyde Dehydrogenase; Chain A, domain 1,,19-221,425-451;;3.40.309.10,,Aldehyde Dehydrogenase; Chain A, domain 2,,227-412;;3.40.50.1970,,,,457-649;;1.20.1090.10,,Dehydroquinate synthase-like - alpha domain,,650-866
Q8Y6R4	3.40.630.10,,Zn peptidases,,16-186,385-468;;3.30.70.360,,,,187-204,296-384;;3.30.70.360,,,,207-295
Q8Y6S6	2.40.50.140,,Nucleic acid-binding proteins,,7-19,95-201;;3.30.1940.10,,Myf domain,,20-94
Q8Y6S8	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,3-89;;3.40.1190.10,,,,91-292;;3.90.190.20,,,,293-438
Q8Y6T2	1.20.59.10,,Chorismate Mutase Domain, subunit A,,8-92;;3.20.20.70,,Aldolase class I,,93-361
Q8Y6V0	3.30.420.40,,,,3-194;;3.30.420.40,,,,195-397
Q8Y6V1	3.40.50.620,,HUPs,,7-144
Q8Y6W0	3.40.50.460,,,,142-251;;3.40.50.450,,,,3-141,256-278
Q8Y6W1	3.20.20.60,,Phosphoenolpyruvate-binding domains,,4-70,168-332;;2.40.33.10,,PK beta-barrel domain-like,,71-167;;3.40.1380.20,,,,344-472;;3.50.30.10,,Phosphohistidine domains of PEP-utilising enzymes,,474-584
Q8Y6X5	3.40.190.10,,Periplasmic binding protein-like II,,102-204;;3.40.190.10,,Periplasmic binding protein-like II,,5-101,205-212;;3.30.160.40,,Porphobilinogen deaminase (hydroxymethylbilane synthase), C-terminal domain,,223-306
Q8Y6X9	3.90.740.10,,Isoleucyl-tRNA Synthetase; Domain 2,,183-349;;1.10.730.10,,Isoleucyl-tRNA Synthetase; Domain 1,,10-29,534-743;;3.40.50.620,,HUPs,,30-182,350-528;;1.10.287.380,,,,809-881
Q8Y6Y3	3.30.420.40,,,,9-142,314-323;;3.90.640.10,,Actin; Chain A, domain 4,,181-255;;3.30.420.40,,,,149-179,256-313
Q8Y6Y9	N/A,,N/A,,N/A
Q8Y701	N/A,,N/A,,N/A
Q8Y731	3.40.50.1000,,,,25-166
Q8Y732	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,57-225
Q8Y735	3.40.50.620,,HUPs,,2-186
Q8Y741	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,4-142;;1.10.8.60,,,,146-214;;1.20.272.10,,,,215-342
Q8Y742	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,8-194;;2.40.30.10,,Translation factors,,195-294;;3.30.70.870,,Elongation Factor G (Translational Gtpase), domain 3,,295-376;;3.30.70.3380,,,,377-487;;3.30.70.2570,,,,489-563
Q8Y766	3.20.20.70,,Aldolase class I,,1-291
Q8Y786	3.20.70.20,,,,1-743
Q8Y791	3.60.21.10,,,,1-266
Q8Y7A5	3.20.20.70,,Aldolase class I,,9-358
Q8Y7B2	2.40.50.100,,,,1-102;;4.10.320.10,,Dihydrolipoamide Transferase,,110-156;;3.30.559.10,,Chloramphenicol Acetyltransferase,,171-416
Q8Y7D3	3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,84-352;;3.90.1150.10,,Aspartate Aminotransferase, domain 1,,69-83,353-471
Q8Y7F1	3.30.230.70,,GHMP Kinase, N-terminal domain,,3-235;;3.30.230.70,,GHMP Kinase, N-terminal domain,,236-551;;3.30.1370.10,,,,552-623;;2.40.50.140,,Nucleic acid-binding proteins,,624-695
Q8Y7F6	1.10.10.2480,,,,1-67;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,277-451;;2.40.30.10,,Translation factors,,452-569;;3.40.50.10050,,,,575-681;;2.40.30.10,,Translation factors,,682-779
Q8Y7G7	3.30.1360.40,,,,34-100;;1.10.132.20,,,,101-185
Q8Y7H4	3.40.50.970,,,,1-329;;3.40.50.970,,,,331-536;;3.40.50.920,,,,539-664
Q8Y7J7	3.30.450.40,,,,1-159;;1.10.10.10,,""winged helix"" repressor DNA binding domain,,160-259
Q8Y7L0	3.30.70.1050,,Trigger factor ribosome-binding domain,,1-116;;1.10.3120.10,,Trigger factor, domain 2,,117-150,249-424;;3.10.50.40,,,,151-248
Q8Y7L1	N/A,,N/A,,N/A
Q8Y7L9	3.30.1360.60,,,,1-78
Q8Y7N6	3.30.230.70,,GHMP Kinase, N-terminal domain,,1-244
Q8Y7Q2	3.30.930.10,,Bira Bifunctional Protein; Domain 2,,8-345
Q8Y822	3.40.50.880,,,,6-201;;3.40.50.620,,HUPs,,205-398;;3.30.300.10,,,,399-518
Q8Y832	3.90.550.10,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,,1-236
Q8Y835	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,3-191,219-252,284-305;;3.90.25.10,,UDP-galactose 4-epimerase, domain 1,,192-218,253-283,306-314
Q8Y837	3.90.550.10,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,,1-288
Q8Y846	3.40.50.20,,,,1-105;;3.30.1490.20,,ATP-grasp fold, A domain,,135-205;;3.30.470.20,,ATP-grasp fold, B domain,,206-461;;3.10.600.10,,pyruvate carboxylase f1077a mutant domain,,462-509;;1.10.10.60,,Homeodomain-like,,953-996;;3.20.20.70,,Aldolase class I,,529-817;;1.10.472.90,,,,818-952;;3.10.600.10,,pyruvate carboxylase f1077a mutant domain,,513-528,997-1057;;2.40.50.100,,,,1067-1144
Q8Y850	2.60.40.4170,,,,97-286
Q8Y862	3.50.50.60,,,,152-272;;3.50.50.60,,,,13-151,273-334;;3.30.390.30,,,,347-467
Q8Y863	2.40.50.100,,,,2-105;;2.40.50.100,,,,110-197;;4.10.320.10,,Dihydrolipoamide Transferase,,225-277;;3.30.559.10,,Chloramphenicol Acetyltransferase,,296-540
Q8Y864	3.40.50.970,,,,1-192;;3.40.50.920,,,,193-325
Q8Y8A1	3.30.70.250,,,,1-84;;2.160.10.10,,Hexapeptide repeat proteins,,85-236
Q8Y8D5	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,8-207;;1.10.8.400,,,,209-262
Q8Y8E7	3.40.50.1360,,,,1-233
Q8Y8E9	N/A,,N/A,,N/A
Q8Y8G1	1.20.1260.10,,,,1-156
Q8Y8K5	3.60.40.10,,Phosphatase 2c; Domain 1,,2-197
Q8Y8K7	1.10.1240.30,,KaiA/RbsU domain,,1-82;;3.60.40.10,,Phosphatase 2c; Domain 1,,86-333
Q8Y8K9	1.10.490.10,,Globins,,1-140;;3.30.750.24,,SpoIIaa-like,,151-272
Q8Y8N0	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-207;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,211-434
Q8Y8P0	3.40.1390.10,,MurE/MurF N-terminal domain,,1-85;;3.40.1190.10,,,,86-312;;3.90.190.20,,,,313-457
Q8Y8W1	N/A,,N/A,,N/A
Q8Y8Z7	N/A,,N/A,,N/A
Q8Y904	3.30.1360.60,,,,1-76;;2.70.70.10,,Glucose Permease (Domain IIA),,458-615
Q8Y907	3.20.20.70,,Aldolase class I,,1-220
Q8Y912	N/A,,N/A,,N/A
Q8Y915	3.60.20.10,,Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1,,2-239;;3.40.50.10490,,Glucose-6-phosphate isomerase like protein; domain 1,,242-444;;3.40.50.10490,,Glucose-6-phosphate isomerase like protein; domain 1,,445-601
Q8Y966	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-235
Q8Y979	N/A,,N/A,,N/A
Q8Y9C1	3.40.50.360,,,,1-208
Q8Y9H0	2.130.10.10,,YVTN repeat-like/Quinoprotein amine dehydrogenase ,,5-346
Q8Y9H5	3.10.580.10,,CBS-domain,,1-127
Q8Y9L8	3.40.50.2020,,,,148-288;;3.40.50.2020,,,,8-147,289-299
Q8Y9N9	N/A,,N/A,,N/A
Q8Y9Z6	1.10.10.10,,""winged helix"" repressor DNA binding domain,,4-73;;3.40.1410.10,,Chorismate lyase-like,,84-233
Q8YA11	3.90.700.10,,Flavocytochrome C3; Chain A, domain 1,,296-441;;3.50.50.60,,,,62-295,444-497
Q8YA52	N/A,,N/A,,N/A
Q8YA67	2.40.10.120,,,,161-391;;2.30.42.10,,,,394-499
Q8YA71	3.30.450.20,,,,31-185;;1.10.287.130,,,,205-275;;3.30.450.20,,,,276-370;;1.10.287.130,,,,371-450;;3.30.565.10,,,,451-608
Q8YA96	3.90.105.30,,,,827-895;;1.10.274.100,,,,482-660;;1.10.132.30,,,,661-776
Q8YAA3	1.20.5.710,,Single helix bin,,2-49;;3.30.1390.10,,,,50-120
Q8YAA4	3.40.50.790,,,,68-159;;3.30.190.20,,,,21-67,160-225
Q8YAB1	3.40.50.620,,HUPs,,1-304;;1.20.120.640,,Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,,306-470
Q8YAC3	3.40.50.1100,,,,6-44,144-300;;3.40.50.1100,,,,45-143
Q8YAC4	3.55.30.10,,Hsp33 domain,,2-238;;3.90.1280.10,,HSP33 redox switch-like,,239-294
Q8YAC8	2.40.50.140,,Nucleic acid-binding proteins,,1-84
Q8YAD3	2.40.240.10,,Ribosomal Protein L25; Chain P,,2-94;;2.170.120.20,,Ribosomal protein L25-like. Domain 2,,96-188
Q8YAD5	3.30.1120.40,,SpoVG-like,,1-102
Q8YAE0	3.20.20.370,,Glycoside hydrolase/deacetylase,,1-245
Q8YAF6	2.60.120.1600,,,,297-421
Q8YAM0	N/A,,N/A,,N/A
Q8YAM2	3.40.50.510,,,,1-142;;3.40.35.10,,Fructose Permease,,153-316
Q8YAM8	2.40.30.20,,,,2-87;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,89-366;;1.20.150.20,,,,368-498
Q8YAN8	N/A,,N/A,,N/A
Q8YAR2	3.40.5.10,,Ribosomal Protein L9, domain 1,,1-52;;3.10.430.100,,,,60-148
Q8YAR9	3.30.70.60,,,,1-97
Q8YAT6	3.30.1360.60,,,,1-77;;2.70.70.10,,Glucose Permease (Domain IIA),,476-633
Q8YAU3	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-69;;3.40.1410.10,,Chorismate lyase-like,,97-237
Q8YAW1	3.70.10.10,,,,145-210,251-378;;3.10.150.10,,DNA Polymerase III, subunit A, domain 2,,1-144,211-250
Q8ZVF7	3.40.1520.10,,hypothetical protein tt1634,,1-164
Q926B4	3.40.190.170,,,,32-331
Q927L6	2.40.50.140,,Nucleic acid-binding proteins,,6-86
Q927L9	3.30.1440.10,,,,1-179
Q928S1	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-150
Q92A74	4.10.520.10,,IHF-like DNA-binding proteins,,1-91
Q92AU6	3.40.1830.10,,Thermophilic metalloprotease (M29),,1-180
Q92BP2	1.10.1510.10,,,,1-91;;1.10.10.410,,,,92-148
Q92C24	N/A,,N/A,,N/A
Q92C55	1.10.1660.10,,,,2-85
Q92CZ4	3.10.20.730,,,,1-58
Q92D14	3.30.720.20,,,,1-77
Q92EP8	N/A,,N/A,,N/A
Q92F34	3.30.1330.30,,,,1-77;;3.40.1280.10,,,,78-247
Q92F70	3.30.1120.40,,SpoVG-like,,1-101
Q92K10	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,3-177
Q92K54	3.30.200.20,,Phosphorylase Kinase; domain 1,,12-102;;3.90.1200.10,,,,105-254
Q92KQ7	2.150.10.10,,beta-Roll,,52-197;;2.150.10.10,,beta-Roll,,328-449;;2.150.10.10,,beta-Roll,,450-511;;2.150.10.10,,beta-Roll,,512-630;;1.20.5.170,,,,820-894;;2.20.25.490,,,,895-946;;3.30.390.90,,,,970-1006;;1.20.5.170,,,,1058-1106;;3.30.1300.30,,GSPII I/J protein-like,,1191-1289
Q92KY2	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,5-127,316-330;;3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,128-315
Q92KZ1	3.20.20.500,,,,1-382
Q92LB1	3.40.50.620,,HUPs,,1-188
Q92LK7	1.10.287.80,,,,5-26,254-293;;3.40.1380.10,,,,27-253
Q92M12	3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,2-187;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,188-289;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,290-408;;3.30.310.50,,Major birch pollen allergen Bet v 1,,409-542
Q92M81	3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,153-317;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,4-152,318-327
Q92M99	3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,2-152;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,176-258,343-365;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,259-342;;3.30.310.50,,Major birch pollen allergen Bet v 1,,373-447
