Protein	UniProt,,ENZYME entry,,Accepted name,,Alternative name(s),,Reaction catalysed,,Cofactor(s),,Comment(s)
Q7A4R9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7AKG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7AKN8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7AKQ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7AKQ6	Q7AKQ6,,3.4.25.1,,Proteasome endopeptidase complex.,,Ingensin. Lens neutral proteinase. Macropain. Multicatalytic endopeptidase complex. Multicatalytic proteinase (complex). Prosome. Proteasome.,,Cleavage of peptide bonds with very broad specificity.,,,,-!- A 20-S protein composed of 28 subunits arranged in four rings of seven. -!- The outer rings are composed of alpha subunits, but the beta subunits forming the inner rings are responsible for peptidase activity. -!- In eukaryotic organisms there are up to seven different types of beta subunits, three of which may carry the N-terminal threonine residues that are the nucleophiles in catalysis, and show different specificities. -!- The molecule is barrel-shaped, and the active sites are on the inner surfaces. -!- Terminal apertures restrict access of substrates to the active sites. -!- Inhibited by mercurial reagents and some inhibitors of serine endopeptidases. -!- Belongs to peptidase family T1. -!- Formerly EC 3.4.22.21, EC 3.4.24.5 and EC 3.4.99.46.
Q7AKR9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7AP59	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7AP65	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7APD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7BBW0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7BC73	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7BSW5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7CDZ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7CE61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7CE65	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7D4L9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7D5R0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7D9D7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7D9F6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7D9S1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DB53	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DB54	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DB80	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DB81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DBF3	Q7DBF3,,2.6.1.102,,GDP-perosamine synthase.,,GDP-4-keto-6-deoxy-D-mannose-4-aminotransferase.,,GDP-4-amino-4,6-dideoxy-alpha-D-mannose + 2-oxoglutarate = GDP-4-dehydro- 6-deoxy-alpha-D-mannose + L-glutamate.,,Pyridoxal 5'-phosphate.,,-!- D-perosamine is one of several dideoxy sugars found in the O-specific polysaccharide of the lipopolysaccharide component of the outer membrane of Gram-negative bacteria. -!- The enzyme catalyzes the final step in GDP-perosamine synthesis.
Q7DBF4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DBF5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DBF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DBF8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DBL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DC32	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7DDR9	Q7DDR9,,2.7.7.n1,,Protein adenylyltransferase.,,,,(1) ATP + [protein]-L-tyrosine = diphosphate + [protein]-O(4)- (5'-adenylyl)-L-tyrosine. (2) ATP + [protein]-L-threonine = diphosphate + [protein]-O(4)- (5'-adenylyl)-L-threonine.,,,,
Q7DFN2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX34	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX66	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX77	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LX98	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXE1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXH4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXI3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXJ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXK8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXM0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXM4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXN5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXP0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXP8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXQ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXR4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXR7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXS7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXS8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXT3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXU0	Q7LXU0,,3.1.22.4,,Crossover junction endodeoxyribonuclease.,,Crossover junction endoribonuclease. Cruciform-cutting endonuclease. Endo X3. Endonuclease RuvC. Endonuclease VII. Endonuclease X3. Hje endonuclease. Holliday junction endonuclease CCE1. Holliday junction nuclease. Holliday junction resolvase. Holliday junction-cleaving endonuclease. Holliday junction-resolving endoribonuclease. Resolving enzyme CCE1. RusA endonuclease. RusA Holliday junction resolvase. RuvC endonuclease. SpCCe1 Holliday junction resolvase.,,Endonucleolytic cleavage at a junction such as a reciprocal single- stranded crossover between two homologous DNA duplexes (Holliday junction).,,,,-!- The enzyme from Saccharomyces cerevisiae has no endonuclease or exonuclease activity on single-stranded or double-stranded DNA molecules that do not contain Holliday junctions.
Q7LXU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXV9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXW0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXW8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LXX7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LY03	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7LYI9	Q7LYI9,,1.1.1.47,,Glucose 1-dehydrogenase (NAD(P)(+)).,,,,D-glucose + NAD(P)(+) = D-glucono-1,5-lactone + NAD(P)H.,,,,-!- This enzyme has similar activity with either NAD(+) or NADP(+). -!- Cf. EC 1.1.1.118 and EC 1.1.1.119.
Q7LYK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7M7K0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7M7K1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MBT7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MC40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MCQ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MCZ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MDA6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MDB5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MDF9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MDZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MER8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MET6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MEX9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MF23	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MFB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MFK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MG94	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MHJ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MHJ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MHV6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MI44	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MI93	Q7MI93,,2.7.1.30,,Glycerol kinase.,,ATP:glycerol 3-phosphotransferase. Glycerokinase.,,ATP + glycerol = ADP + sn-glycerol 3-phosphate.,,,,-!- Glycerone and L-glyceraldehyde can act as acceptors. -!- UTP (and, in the case of the Saccharomyces cerevisiae enzyme, ITP and GTP) can act as donors.
Q7MIE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MIU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MJ80	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MJS1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MKX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MMH2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MMR2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MMU2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MN57	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MNK1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MNP3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MNX7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MNY1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7MP86	Q7MP86,,2.1.1.182,,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase.,,,,4 S-adenosyl-L-methionine + adenine(1518)/adenine(1519) in 16S rRNA = 4 S-adenosyl-L-homocysteine + N(6)-dimethyladenine(1518)/N(6)- dimethyladenine(1519) in 16S rRNA.,,,,-!- KsgA introduces the most highly conserved ribosomal RNA modification, the dimethylation of adenine(1518) and adenine(1519) in 16S rRNA. -!- Strains lacking the methylase are resistant to kasugamycin. -!- Formerly EC 2.1.1.48.
Q7MPQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7TZN1	Q7TZN1,,2.7.11.1,,Non-specific serine/threonine protein kinase.,,Protein phosphokinase. Protein serine kinase. Protein serine-threonine kinase. Protein-serine kinase. Serine kinase. Serine protein kinase. Serine(threonine) protein kinase. Serine-specific protein kinase. Serine/threonine protein kinase. Threonine-specific protein kinase.,,ATP + a protein = ADP + a phosphoprotein.,,,,-!- This is a heterogeneous group of serine/threonine protein kinases that do not have an activating compound and are either non-specific or their specificity has not been analyzed to date. -!- Formerly EC 2.7.1.37 and EC 2.7.1.70.
Q7UAE6	Q7UAE6,,6.1.1.12,,Aspartate--tRNA ligase.,,Aspartic acid translase. Aspartyl-tRNA synthetase.,,ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl-tRNA(Asp).,,,,
Q7UAH4	Q7UAH4,,2.8.1.7,,Cysteine desulfurase.,,Cysteine desulfurylase.,,L-cysteine + acceptor = L-alanine + S-sulfanyl-acceptor.,,Pyridoxal 5'-phosphate.,,-!- The sulfur from free L-cysteine is first transferred to a cysteine residue in the active site, and then passed on to various other acceptors. -!- The enzyme is involved in the biosynthesis of iron-sulfur clusters, thio-nucleosides in tRNA, thiamine, biotin, lipoate and pyranopterin (molybdopterin). -!- In Azotobacter vinelandii, this sulfur provides the inorganic sulfide required for nitrogenous metallocluster formation.;;Q7UAH4,,4.4.1.16,,Selenocysteine lyase.,,Selenocysteine beta-lyase. Selenocysteine reductase.,,L-selenocysteine + reduced acceptor = selenide + L-alanine + acceptor.,,Pyridoxal 5'-phosphate.,,-!- Dithiothreitol or 2-mercaptoethanol can act as the reducing agent in the reaction. -!- The enzyme from animals does not act on cysteine, serine or chloroalanine, while the enzyme from bacteria shows activity with cysteine (cf. EC 2.8.1.7).
Q7UAV7	Q7UAV7,,2.1.1.242,,16S rRNA (guanine(1516)-N(2))-methyltransferase.,,M(2)G(1516) methyltransferase.,,S-adenosyl-L-methionine + guanine(1516) in 16S rRNA = S-adenosyl-L- homocysteine + N(2)-methylguanine(1516) in 16S rRNA.,,,,-!- The enzyme specifically methylates guanine(1516) at N(2) in 16S rRNA.
Q7UB34	Q7UB34,,1.1.1.86,,Ketol-acid reductoisomerase (NADP(+)).,,Acetohydroxy acid isomeroreductase. Alpha-keto-beta-hydroxylacyl reductoisomerase. Dihydroxyisovalerate dehydrogenase (isomerizing).,,(1) (2R)-2,3-dihydroxy-3-methylbutanoate + NADP(+) = (2S)-2-hydroxy-2- methyl-3-oxobutanoate + NADPH. (2) (2R,3R)-2,3-dihydroxy-3-methylpentanoate + NADP(+) = (S)-2-hydroxy-2- ethyl-3-oxobutanoate + NADPH.,,,,-!- The enzyme, found in many bacteria and archaea, is specific for NADPH (cf. EC 1.1.1.382 and EC 1.1.1.383). -!- Formerly EC 1.1.1.89.
Q7UBD3	Q7UBD3,,2.1.1.176,,16S rRNA (cytosine(967)-C(5))-methyltransferase.,,,,S-adenosyl-L-methionine + cytosine(967) in 16S rRNA = S-adenosyl-L- homocysteine + 5-methylcytosine(967) in 16S rRNA.,,,,-!- The enzyme specifically methylates cytosine(967) at C(5) in 16S rRNA.
Q7UBI7	Q7UBI7,,2.7.7.42,,[Glutamine synthetase] adenylyltransferase.,,[Glutamate--ammonia-ligase] adenylyltransferase. Glutamate-ammonia-ligase adenylyltransferase. Glutamine-synthetase adenylyltransferase.,,ATP + [glutamine synthetase]-L-tyrosine = diphosphate + [glutamine synthetase]-O(4)-(5'-adenylyl)-L-tyrosine.,,,,-!- This bacterial enzyme adenylates a tyrosine residue of EC 6.3.1.2. -!- The enzyme is bifunctional, and also catalyzes a reaction that removes the adenyl group from the modified tyrosine residue (cf. EC 2.7.7.89). -!- The two activities are present on separate domains.;;Q7UBI7,,2.7.7.89,,[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase.,,,,[Glutamine synthetase]-O(4)-(5'-adenylyl)-L-tyrosine + phosphate = [glutamine synthetase]-L-tyrosine + ADP.,,,,-!- This bacterial enzyme removes an adenylyl group from a modified tyrosine residue of EC 6.3.1.2. -!- The enzyme is bifunctional, and also performs the adenylation of this residue (cf. EC 2.7.7.42). -!- The two activities are present on separate domains. -!- Formerly EC 3.1.4.15.
Q7UBI8	Q7UBI8,,2.7.1.167,,D-glycero-beta-D-manno-heptose-7-phosphate kinase.,,D-beta-D-heptose 7-phosphate kinase/D-beta-D-heptose 1-phosphate adenylyltransferase. D-beta-D-heptose 7-phosphotransferase. D-beta-D-heptose-7-phosphate kinase. Glycero-manno-heptose 7-phosphate kinase. Heptose 7-phosphate kinase. HldE1 heptokinase.,,D-glycero-beta-D-manno-heptose 7-phosphate + ATP = D-glycero-beta-D- manno-heptose 1,7-bisphosphate + ADP.,,,,-!- The bifunctional protein hldE includes D-glycero-beta-D-manno- heptose-7-phosphate kinase and D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase activity (cf. EC 2.7.7.70). -!- The enzyme is involved in biosynthesis of ADP-L-glycero-beta-D-manno- heptose, which is utilized for assembly of the lipopolysaccharide inner core in Gram-negative bacteria. -!- The enzyme selectively produces D-glycero-beta-D-manno-heptose 1,7- bisphosphate.;;Q7UBI8,,2.7.7.70,,D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase.,,D-glycero-D-manno-heptose-1-beta-phosphate adenylyltransferase.,,D-glycero-beta-D-manno-heptose 1-phosphate + ATP = ADP-D-glycero-beta-D- manno-heptose + diphosphate.,,,,-!- The bifunctional protein hldE includes D-glycero-beta-D-manno- heptose-7-phosphate kinase and D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase activity (cf. EC 2.7.1.167). -!- The enzyme is involved in biosynthesis of ADP-L-glycero-beta-D-manno- heptose, which is utilized for assembly of the lipopolysaccharide inner core in Gram-negative bacteria.
Q7UBT0	Q7UBT0,,1.8.4.8,,Phosphoadenylyl-sulfate reductase (thioredoxin).,,3'-phosphoadenylylsulfate reductase. PAdoPS reductase. PAPS reductase. PAPS reductase, thioredoxin-dependent. PAPS sulfotransferase. Phosphoadenosine-phosphosulfate reductase. Thioredoxin:3'-phospho-adenylylsulfate reductase. Thioredoxin:adenosine 3'-phosphate 5'-phosphosulfate reductase.,,Adenosine 3',5'-bisphosphate + sulfite + thioredoxin disulfide = 3'-phosphoadenylyl sulfate + thioredoxin.,,,,-!- Specific for PAPS. -!- The enzyme from Escherichia coli will use thioredoxins from other species. -!- Formerly EC 1.8.99.4.
Q7UBU3	Q7UBU3,,6.1.1.7,,Alanine--tRNA ligase.,,Alanine translase. Alanyl-tRNA synthetase.,,ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).,,,,
Q7UBW5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7UC56	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7UCT6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7UDL2	Q7UDL2,,2.7.2.11,,Glutamate 5-kinase.,,Gamma-glutamyl kinase.,,ATP + L-glutamate = ADP + L-glutamate 5-phosphate.,,,,-!- The product rapidly cyclizes to 5-oxoproline and phosphate.
Q7WLU9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7WY61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q7ZAM1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81WK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZL3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZM8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZS9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZT5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZT8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q81ZU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q821A6	Q821A6,,2.7.7.72,,CCA tRNA nucleotidyltransferase.,,CCA-adding enzyme. Ribonucleic cytidylic cytidylic adenylic pyrophosphorylase. Transfer ribonucleic adenylyl (cytidylyl) transferase. Transfer RNA adenylyltransferase. Transfer-RNA nucleotidyltransferase. tRNA adenylyl(cytidylyl)transferase. tRNA CCA-diphosphorylase. tRNA cytidylyltransferase. tRNA-nucleotidyltransferase.,,A tRNA precursor + 2 CTP + ATP = a tRNA with a 3' CCA end + 3 diphosphate.,,,,-!- The acylation of all tRNAs with an amino acid occurs at the terminal ribose of a 3' CCA sequence. -!- The CCA sequence is added to the tRNA precursor by stepwise nucleotide addition performed by a single enzyme that is ubiquitous in all living organisms. -!- Although the enzyme has the option of releasing the product after each addition, it prefers to stay bound to the product and proceed with the next addition. -!- Formerly EC 2.7.7.21 and EC 2.7.7.25.
Q821C1	Q821C1,,5.4.3.8,,Glutamate-1-semialdehyde 2,1-aminomutase.,,Glutamate-1-semialdehyde aminotransferase.,,(S)-4-amino-5-oxopentanoate = 5-aminolevulinate.,,Pyridoxal 5'-phosphate.,,
Q821C2	Q821C2,,4.2.1.33,,3-isopropylmalate dehydratase.,,(2R,3S)-3-isopropylmalate hydro-lyase. 3-isopropylmalate hydro-lyase. Alpha-IPM isomerase. Isopropylmalate isomerase.,,(2R,3S)-3-isopropylmalate = (2S)-2-isopropylmalate.,,Iron-sulfur.,,-!- Forms part of the leucine-biosynthesis pathway. -!- Brings about the interconversion of the two isomers of isopropylmalate.
Q836B3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q83IM5	Q83IM5,,6.1.1.9,,Valine--tRNA ligase.,,Valine translase. Valyl-tRNA synthetase.,,ATP + L-valine + tRNA(Val) = AMP + diphosphate + L-valyl-tRNA(Val).,,,,
Q83IP5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
Q83IP6	Q83IP6,,4.1.3.40,,Chorismate lyase.,,CL. CPL.,,Chorismate = 4-hydroxybenzoate + pyruvate.,,,,-!- Catalyzes the first step in the biosynthesis of ubiquinone in Escherichia coli and other Gram-negative bacteria. -!- The yeast Saccharomyces cerevisiae can synthesize ubiquinone from either chorismate or tyrosine.
Q83IR6	Q83IR6,,5.4.99.21,,23S rRNA pseudouridine(2604) synthase.,,,,23S rRNA uridine(2604) = 23S rRNA pseudouridine(2604).,,,,-!- The enzyme is not completely specific for uridine(2604) and can, to a small extent, also react with uridine(2605).
Q83IS3	Q83IS3,,3.6.1.22,,NAD(+) diphosphatase.,,NADH pyrophosphatase. NADP pyrophosphatase. Nicotinamide adenine dinucleotide pyrophosphatase.,,NAD(H) + H(2)O = AMP + NMN(H).,,,,-!- This enzyme, described from plants, animals, and bacteria, can act on both reduced and oxidized forms of its substrate, although enzymes from different organisms have different preferences. -!- Also acts on other dinucleotides, including NADP(H), FAD(H(2)), and the thionicotinamide analogs of NAD(+) and NADP(+).
Q83IT3	Q83IT3,,1.11.1.21,,Catalase peroxidase.,,,,(1) Donor + H(2)O(2) = oxidized donor + 2 H(2)O. (2) 2 H(2)O(2) = O(2) + 2 H(2)O.,,,,-!- Differs from EC 1.11.1.7, peroxidase, in having a relatively high catalase (EC 1.11.1.6) activity with H(2)O(2) as donor, releasing O(2); both activities use the same heme active site. -!- In Mycobacterium tuberculosis it is responsible for activation of the commonly used antitubercular drug, isoniazid.
Q83IY3	Q83IY3,,2.3.1.157,,Glucosamine-1-phosphate N-acetyltransferase.,,,,Acetyl-CoA + alpha-D-glucosamine 1-phosphate = CoA + N-acetyl-alpha-D- glucosamine 1-phosphate.,,,,-!- The enzyme from several bacteria has been shown to be bifunctional and also to possess the activity of EC 2.7.7.23.;;Q83IY3,,2.7.7.23,,UDP-N-acetylglucosamine diphosphorylase.,,N-acetylglucosamine-1-phosphate uridyltransferase. UDP-N-acetylglucosamine pyrophosphorylase.,,UTP + N-acetyl-alpha-D-glucosamine 1-phosphate = diphosphate + UDP-N- acetyl-alpha-D-glucosamine.,,,,-!- Part of the pathway for acetamido sugar biosynthesis in bacteria and archaea. -!- The enzyme from several bacteria (e.g., Escherichia coli, Bacillus subtilis and Haemophilus influenzae) has been shown to be bifunctional and also to possess the activity of EC 2.3.1.157. -!- The enzyme from plants and animals is also active toward N-acetyl- alpha-D-galactosamine 1-phosphate (cf. EC 2.7.7.83), while the bacterial enzyme shows low activity toward that substrate.
Q83J15	Q83J15,,2.4.2.10,,Orotate phosphoribosyltransferase.,,OPRT. Orotidine-5'-phosphate diphosphorylase. Orotidine-5'-phosphate pyrophosphorylase. Orotidylic acid phosphorylase.,,Orotidine 5'-phosphate + diphosphate = orotate + 5-phospho-alpha-D-ribose 1-diphosphate.,,,,-!- The enzyme from higher eukaryotes also catalyzes the reaction listed as EC 4.1.1.23.
Q83J38	Q83J38,,6.1.1.14,,Glycine--tRNA ligase.,,Glycyl translase. Glycyl-tRNA synthetase.,,ATP + glycine + tRNA(Gly) = AMP + diphosphate + glycyl-tRNA(Gly).,,,,
Q83J89	Q83J89,,3.2.1.196,,Limit dextrin alpha-1,6-maltotetraose-hydrolase.,,Glycogen debranching enzyme.,,Hydrolysis of (1->6)-alpha-D-glucosidic linkages to branches with degrees of polymerization of three or four glucose residues in limit dextrin.,,,,-!- This bacterial enzyme catalyzes a reaction similar to EC 3.2.1.33. -!- However, while EC 3.2.1.33 removes single glucose residues linked by 1,6-alpha-linkage, and thus requires the additional activity of EC 2.4.1.25 to act on limit dextrins formed by EC 2.4.1.1, this enzyme removes maltotriose and maltotetraose chains that are attached by 1,6-alpha-linkage to the limit dextrin main chain, generating a debranched limit dextrin without a need for another enzyme.
Q83JA5	Q83JA5,,6.1.1.2,,Tryptophan--tRNA ligase.,,L-tryptophan-tRNA(Trp) ligase (AMP-forming). TrpRS. Tryptophan translase. Tryptophanyl ribonucleic synthetase. Tryptophanyl-transfer ribonucleate synthetase. Tryptophanyl-transfer ribonucleic acid synthetase. Tryptophanyl-transfer ribonucleic synthetase. Tryptophanyl-transfer RNA synthetase. Tryptophanyl-tRNA synthase. Tryptophanyl-tRNA synthetase.,,ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophyl- tRNA(Trp).,,,,
