Protein	ID interactor A,,UniProt interactor A,,Taxid interactor A,,ID interactor B,,UniProt interactor B,,Taxid interactor B,,Interaction identifier(s),,Interaction identifier(s),,Publication Identifier(s),,Interaction type(s),,Processing status
P77510	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P77522	DIP-10938N,,P77522,,83333 (Escherichia coli K12),,DIP-10939N,,P77499,,83333 (Escherichia coli K12),,DIP-53425E,,biophysical; molecular sieving; inferred by author; molecular sieving; tandem affinity purification; tandem affinity purification,,12941942; 12941942; 19402753; 12941942; 15690043; 15690043,,physical interaction; physical interaction; physical association; physical interaction; physical association; physical association,,small scale; small scale; high throughput; small scale; high throughput; high throughput;;DIP-10938N,,P77522,,83333 (Escherichia coli K12),,DIP-10940N,,P77689,,83333 (Escherichia coli K12),,DIP-53421E,,molecular sieving; inferred by author; biophysical; molecular sieving; tandem affinity purification; tandem affinity purification,,12941942; 19402753; 12941942; 12941942; 15690043; 15690043,,physical interaction; physical association; physical interaction; physical interaction; association; physical association,,small scale; high throughput; small scale; small scale; high throughput; high throughput
P77552	DIP-28088N,,P77552,,83333 (Escherichia coli K12),,DIP-6159N,,P0CE47,,83333 (Escherichia coli K12),,DIP-51904E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-28088N,,P77552,,83333 (Escherichia coli K12),,DIP-60620N,,P0CE48,,83333 (Escherichia coli K12),,DIP-195063E,,tandem affinity purification,,15690043,,physical association,,high throughput
P77554	DIP-11262N,,P77554,,83333 (Escherichia coli K12),,DIP-11480N,,P75849,,83333 (Escherichia coli K12),,DIP-52499E,,tandem affinity purification; inferred by author; tandem affinity purification,,19402753; 19402753; 15690043,,physical association; physical association; physical association,,high throughput; high throughput; high throughput
P77598	DIP-11339N,,P77598,,83333 (Escherichia coli K12),,DIP-48132N,,P0AAR0,,83333 (Escherichia coli K12),,DIP-100163E,,inferred by author,,19402753,,physical association,,high throughput
P77625	DIP-11972N,,P77625,,83333 (Escherichia coli K12),,DIP-9249N,,P36659,,83333 (Escherichia coli K12),,DIP-47616E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 15690043,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-11972N,,P77625,,83333 (Escherichia coli K12),,DIP-48183N,,Q6BEX0,,83333 (Escherichia coli K12),,DIP-97037E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput
P77627	DIP-11366N,,P77627,,83333 (Escherichia coli K12),,DIP-12581N,,P39286,,83333 (Escherichia coli K12),,DIP-53326E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 15690043; 19402753,,physical association; physical association; physical association,,high throughput; high throughput; high throughput
P77650	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P77674	DIP-11656N,,P77674,,83333 (Escherichia coli K12),,DIP-48164N,,P0AC65,,83333 (Escherichia coli K12),,DIP-96875E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput
P77756	DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-10786N,,P02364,,83333 (Escherichia coli K12),,DIP-52223E,,tandem affinity purification,,15690043,,physical association,,high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-9078N,,P33224,,83333 (Escherichia coli K12),,DIP-52219E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 15690043,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-6142N,,P04475,,83333 (Escherichia coli K12),,DIP-52220E,,tandem affinity purification,,15690043,,physical association,,high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-10307N,,P33938,,83333 (Escherichia coli K12),,DIP-52221E,,tandem affinity purification,,15690043,,physical association,,high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-6875N,,P02392,,83333 (Escherichia coli K12),,DIP-52222E,,tandem affinity purification,,15690043,,physical association,,high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-11890N,,P76417,,83333 (Escherichia coli K12),,DIP-52225E,,tandem affinity purification; inferred by author; tandem affinity purification,,19402753; 19402753; 15690043,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-12058N,,P33633,,83333 (Escherichia coli K12),,DIP-52226E,,tandem affinity purification,,15690043,,physical association,,high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-46322N,,P0A9I5,,83333 (Escherichia coli K12),,DIP-96701E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-6159N,,P0CE47,,83333 (Escherichia coli K12),,DIP-97282E,,inferred by author; tandem affinity purification; tandem affinity purification,,19402753; 19402753; 15690043,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-11311N,,P77756,,83333 (Escherichia coli K12),,DIP-35797N,,P0A7R5,,83333 (Escherichia coli K12),,DIP-97055E,,inferred by author; tandem affinity purification,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput
P77804	DIP-11709N,,P77804,,83333 (Escherichia coli K12),,DIP-11313N,,P75707,,83333 (Escherichia coli K12),,DIP-52238E,,tandem affinity purification,,15690043,,physical association,,high throughput;;DIP-11709N,,P77804,,83333 (Escherichia coli K12),,DIP-31855N,,P0A6H5,,83333 (Escherichia coli K12),,DIP-96646E,,tandem affinity purification; inferred by author; tandem affinity purification,,19402753; 19402753; 15690043,,physical association; physical association; physical association,,high throughput; high throughput; high throughput;;DIP-11709N,,P77804,,83333 (Escherichia coli K12),,DIP-48135N,,P0AFP2,,83333 (Escherichia coli K12),,DIP-96704E,,tandem affinity purification; inferred by author,,19402753; 19402753,,physical association; physical association,,high throughput; high throughput
P77961	DIP-48822N,,P77961,,1148 (Synechocystis sp. PCC 6803),,DIP-48798N,,Q55525,,1148 (Synechocystis sp. PCC 6803),,DIP-103772E,,two hybrid,,19342483,,direct interaction,,small scale
P77962	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P77965	DIP-37767N,,P77965,,1148 (Synechocystis sp. PCC 6803),,DIP-48798N,,Q55525,,1148 (Synechocystis sp. PCC 6803),,DIP-103757E,,two hybrid,,19342483,,direct interaction,,small scale
P77968	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P77970	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P77972	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P77973	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78010	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78012	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78018	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78022	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78027	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78028	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78032	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P78285	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80046	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80239	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80240	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80244	DIP-43711N,,P80244,,1423 (Bacillus subtilis),,DIP-43711N,,P80244,,1423 (Bacillus subtilis),,DIP-186364E,,x-ray crystallography; molecular sieving; electron microscopy; comigration in sds page,,20305655; 20305655; 20305655; 20305655,,direct interaction; direct interaction; direct interaction; covalent binding,,small scale; small scale; small scale; small scale;;DIP-43711N,,P80244,,1423 (Bacillus subtilis),,DIP-43711N,,P80244,,1423 (Bacillus subtilis),,DIP-186364E,,x-ray crystallography; molecular sieving; electron microscopy; comigration in sds page,,20305655; 20305655; 20305655; 20305655,,direct interaction; direct interaction; direct interaction; covalent binding,,small scale; small scale; small scale; small scale
P80505	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80507	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80643	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80698	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80700	DIP-58538N,,P80700,,1423 (Bacillus subtilis),,DIP-52428N,,P33166,,1423 (Bacillus subtilis),,DIP-185623E,,tandem affinity purification,,20133608,,physical association,,small scale
P80858	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80859	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80860	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80865	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80866	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80868	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80870	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80871	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80875	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80877	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80879	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80885	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80886	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80918	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80920	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80921	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80922	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80923	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81100	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81101	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81102	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81181	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94335	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94360	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94364	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94400	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94417	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94425	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94459	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94521	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94534	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94538	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94547	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94549	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94565	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94592	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94996	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95017	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95029	DIP-60403N,,P95029,,1773 (Mycobacterium tuberculosis),,DIP-60403N,,P95029,,1773 (Mycobacterium tuberculosis),,DIP-191577E,,molecular sieving; electron tomography,,23746808; 23746808,,direct interaction; direct interaction,,small scale; small scale;;DIP-60403N,,P95029,,1773 (Mycobacterium tuberculosis),,DIP-60403N,,P95029,,1773 (Mycobacterium tuberculosis),,DIP-191577E,,molecular sieving; electron tomography,,23746808; 23746808,,direct interaction; direct interaction,,small scale; small scale
P95032	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95034	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95087	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95090	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95125	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95137	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95144	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95172	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95185	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95186	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95189	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95197	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95217	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95225	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95257	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95290	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95690	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95691	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95867	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95871	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95879	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95907	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95931	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95949	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95957	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95968	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95970	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95979	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95980	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95991	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96041	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96076	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96217	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96218	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96258	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96267	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96270	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96271	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96284	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96285	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96288	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96291	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96353	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96356	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96374	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96396	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96399	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96404	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96502	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96585	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96596	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96611	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96613	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96615	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96619	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96625	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96679	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96683	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96686	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96692	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96701	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96716	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96718	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96722	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96805	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96812	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96824	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96868	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96872	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96874	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96876	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96877	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96878	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96890	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96923	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P97152	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P99175	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF14	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF15	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF19	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF23	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF27	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFC9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFG2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFG9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFH5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFH7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFI5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFK0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFL3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFN1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFR1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFS2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFS3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFX7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
