Protein	ID,,Description
Q4JAU4	sai00230,,Purine metabolism;;sai00250,,Alanine, aspartate and glutamate metabolism;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01130,,Biosynthesis of antibiotics
Q4JAU7	N/A,,N/A
Q4JAW9	N/A,,N/A
Q4JAX3	N/A,,N/A
Q4JAX4	sai00010,,Glycolysis / Gluconeogenesis;;sai00030,,Pentose phosphate pathway;;sai00051,,Fructose and mannose metabolism;;sai00680,,Methane metabolism;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism;;sai01230,,Biosynthesis of amino acids
Q4JAX6	N/A,,N/A
Q4JAX7	N/A,,N/A
Q4JAX8	N/A,,N/A
Q4JAY0	N/A,,N/A
Q4JAY1	N/A,,N/A
Q4JAY3	sai03050,,Proteasome
Q4JAY5	N/A,,N/A
Q4JAY7	N/A,,N/A
Q4JAZ0	N/A,,N/A
Q4JAZ5	N/A,,N/A
Q4JAZ7	sai00270,,Cysteine and methionine metabolism;;sai01100,,Metabolic pathways
Q4JAZ8	sai00270,,Cysteine and methionine metabolism;;sai00330,,Arginine and proline metabolism;;sai00410,,beta-Alanine metabolism;;sai00480,,Glutathione metabolism;;sai01100,,Metabolic pathways
Q4JAZ9	sai03010,,Ribosome
Q4JB01	sai00564,,Glycerophospholipid metabolism
Q4JB03	N/A,,N/A
Q4JB04	N/A,,N/A
Q4JB05	N/A,,N/A
Q4JB06	N/A,,N/A
Q4JB07	N/A,,N/A
Q4JB08	N/A,,N/A
Q4JB13	N/A,,N/A
Q4JB17	sai03010,,Ribosome
Q4JB20	sai03010,,Ribosome
Q4JB24	sai03050,,Proteasome
Q4JB32	N/A,,N/A
Q4JB33	sai03420,,Nucleotide excision repair
Q4JB45	sai03010,,Ribosome
Q4JB47	sai03010,,Ribosome
Q4JB49	sai03010,,Ribosome
Q4JB71	N/A,,N/A
Q4JB74	N/A,,N/A
Q4JB75	N/A,,N/A
Q4JB77	N/A,,N/A
Q4JB80	N/A,,N/A
Q4JB81	sai00030,,Pentose phosphate pathway
Q4JB83	N/A,,N/A
Q4JB84	sai00250,,Alanine, aspartate and glutamate metabolism;;sai00760,,Nicotinate and nicotinamide metabolism;;sai01100,,Metabolic pathways
Q4JB86	sai00760,,Nicotinate and nicotinamide metabolism;;sai01100,,Metabolic pathways
Q4JB87	N/A,,N/A
Q4JB88	N/A,,N/A
Q4JB97	N/A,,N/A
Q4JBA2	N/A,,N/A
Q4JBB3	N/A,,N/A
Q4JBB6	N/A,,N/A
Q4JBB9	N/A,,N/A
Q4JBC2	N/A,,N/A
Q4JBC6	N/A,,N/A
Q4JBD5	N/A,,N/A
Q4JBD6	N/A,,N/A
Q4JBD7	N/A,,N/A
Q4JBE3	N/A,,N/A
Q4JBE9	N/A,,N/A
Q4JBF1	N/A,,N/A
Q4JBF6	N/A,,N/A
Q4JBF7	N/A,,N/A
Q4JBF9	N/A,,N/A
Q4JBG0	N/A,,N/A
Q4JBG8	N/A,,N/A
Q4JBH0	sai00670,,One carbon pool by folate;;sai01100,,Metabolic pathways
Q4JBH1	N/A,,N/A
Q4JBH3	N/A,,N/A
Q4JBH7	N/A,,N/A
Q4JBI5	N/A,,N/A
Q4JBI7	N/A,,N/A
Q4JBI8	N/A,,N/A
Q4JBI9	N/A,,N/A
Q4JBJ2	N/A,,N/A
Q4JBJ4	N/A,,N/A
Q4JBJ6	N/A,,N/A
Q4JBK3	sai00860,,Porphyrin and chlorophyll metabolism;;sai01100,,Metabolic pathways
Q4JBK5	N/A,,N/A
Q4JBK7	N/A,,N/A
Q4JBL1	N/A,,N/A
Q4JBL5	sai00860,,Porphyrin and chlorophyll metabolism;;sai01100,,Metabolic pathways
Q4JBL7	sai00860,,Porphyrin and chlorophyll metabolism
Q4JBL9	sai00860,,Porphyrin and chlorophyll metabolism;;sai01100,,Metabolic pathways
Q4JBM0	N/A,,N/A
Q4JBM5	N/A,,N/A
Q4JBM7	N/A,,N/A
Q4JBN2	N/A,,N/A
Q4JBN5	N/A,,N/A
Q4JBN7	N/A,,N/A
Q4JBN8	N/A,,N/A
Q4JBN9	N/A,,N/A
Q4JBP0	sai00970,,Aminoacyl-tRNA biosynthesis
Q4JBP1	N/A,,N/A
Q4JBP4	sai00330,,Arginine and proline metabolism;;sai01100,,Metabolic pathways
Q4JBQ0	N/A,,N/A
Q4JBQ8	N/A,,N/A
Q4JBR0	N/A,,N/A
Q4JBR2	sai00785,,Lipoic acid metabolism;;sai01100,,Metabolic pathways
Q4JBR8	sai00785,,Lipoic acid metabolism;;sai01100,,Metabolic pathways
Q4JBS3	N/A,,N/A
Q4JBS4	N/A,,N/A
Q4JBS5	sai00010,,Glycolysis / Gluconeogenesis;;sai00020,,Citrate cycle (TCA cycle);;sai00260,,Glycine, serine and threonine metabolism;;sai00280,,Valine, leucine and isoleucine degradation;;sai00310,,Lysine degradation;;sai00380,,Tryptophan metabolism;;sai00620,,Pyruvate metabolism;;sai00630,,Glyoxylate and dicarboxylate metabolism;;sai00640,,Propanoate metabolism;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism
Q4JBT0	N/A,,N/A
Q4JBT2	sai00920,,Sulfur metabolism
Q4JBT5	sai00680,,Methane metabolism;;sai01100,,Metabolic pathways;;sai01120,,Microbial metabolism in diverse environments;;sai01200,,Carbon metabolism
Q4JBT8	sai00680,,Methane metabolism;;sai01100,,Metabolic pathways;;sai01120,,Microbial metabolism in diverse environments;;sai01200,,Carbon metabolism
Q4JBU2	N/A,,N/A
Q4JBU7	N/A,,N/A
Q4JBV3	sai00785,,Lipoic acid metabolism;;sai01100,,Metabolic pathways
Q4JBV6	sai00785,,Lipoic acid metabolism;;sai01100,,Metabolic pathways
Q4JBV7	sai00010,,Glycolysis / Gluconeogenesis;;sai00620,,Pyruvate metabolism;;sai00630,,Glyoxylate and dicarboxylate metabolism;;sai00640,,Propanoate metabolism;;sai00680,,Methane metabolism;;sai00720,,Carbon fixation pathways in prokaryotes;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism
Q4JBV8	N/A,,N/A
Q4JBW1	sai00361,,Chlorocyclohexane and chlorobenzene degradation;;sai00625,,Chloroalkane and chloroalkene degradation;;sai01100,,Metabolic pathways;;sai01120,,Microbial metabolism in diverse environments
Q4JBW3	sai00760,,Nicotinate and nicotinamide metabolism;;sai01100,,Metabolic pathways
Q4JBW4	sai00630,,Glyoxylate and dicarboxylate metabolism;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics
Q4JBW8	N/A,,N/A
Q4JBW9	sai00500,,Starch and sucrose metabolism;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites
Q4JBX3	N/A,,N/A
Q4JBY2	N/A,,N/A
Q4JBZ1	sai00030,,Pentose phosphate pathway
Q4JBZ2	N/A,,N/A
Q4JBZ3	N/A,,N/A
Q4JBZ4	N/A,,N/A
Q4JBZ5	N/A,,N/A
Q4JBZ6	N/A,,N/A
Q4JBZ7	N/A,,N/A
Q4JC00	N/A,,N/A
Q4JC03	sai00280,,Valine, leucine and isoleucine degradation;;sai00630,,Glyoxylate and dicarboxylate metabolism;;sai00640,,Propanoate metabolism;;sai00720,,Carbon fixation pathways in prokaryotes;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism
Q4JC07	sai03060,,Protein export;;sai03070,,Bacterial secretion system
Q4JC08	sai03060,,Protein export;;sai03070,,Bacterial secretion system
Q4JC09	sai00290,,Valine, leucine and isoleucine biosynthesis;;sai00660,,C5-Branched dibasic acid metabolism;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01210,,2-Oxocarboxylic acid metabolism;;sai01230,,Biosynthesis of amino acids
Q4JC14	N/A,,N/A
Q4JC15	sai00260,,Glycine, serine and threonine metabolism;;sai00680,,Methane metabolism;;sai01100,,Metabolic pathways;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism;;sai01230,,Biosynthesis of amino acids
Q4JC24	sai00061,,Fatty acid biosynthesis;;sai00780,,Biotin metabolism;;sai01100,,Metabolic pathways;;sai01130,,Biosynthesis of antibiotics;;sai01212,,Fatty acid metabolism
Q4JC29	N/A,,N/A
Q4JC39	sai00790,,Folate biosynthesis;;sai01100,,Metabolic pathways
Q4JC40	N/A,,N/A
Q4JC42	N/A,,N/A
Q4JC44	N/A,,N/A
Q4JC46	sai00230,,Purine metabolism;;sai00670,,One carbon pool by folate;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01130,,Biosynthesis of antibiotics
Q4JC47	N/A,,N/A
Q4JC48	N/A,,N/A
Q4JC51	sai00010,,Glycolysis / Gluconeogenesis;;sai00020,,Citrate cycle (TCA cycle);;sai00620,,Pyruvate metabolism;;sai00650,,Butanoate metabolism;;sai00720,,Carbon fixation pathways in prokaryotes;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism
Q4JC56	N/A,,N/A
Q4JC59	N/A,,N/A
Q4JC60	N/A,,N/A
Q4JC62	N/A,,N/A
Q4JC67	N/A,,N/A
Q4JC68	sai03022,,Basal transcription factors;;sai03420,,Nucleotide excision repair
Q4JC70	N/A,,N/A
Q4JC77	sai00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01130,,Biosynthesis of antibiotics;;sai01230,,Biosynthesis of amino acids
Q4JC78	sai00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;sai00401,,Novobiocin biosynthesis;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01130,,Biosynthesis of antibiotics;;sai01230,,Biosynthesis of amino acids
Q4JC81	sai04122,,Sulfur relay system
Q4JC84	sai03010,,Ribosome
Q4JC91	N/A,,N/A
Q4JC93	sai00250,,Alanine, aspartate and glutamate metabolism;;sai00330,,Arginine and proline metabolism;;sai01100,,Metabolic pathways
Q4JC94	N/A,,N/A
Q4JC95	N/A,,N/A
Q4JC96	sai00261,,Monobactam biosynthesis;;sai00300,,Lysine biosynthesis;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01230,,Biosynthesis of amino acids
Q4JC98	N/A,,N/A
Q4JCA3	sai00220,,Arginine biosynthesis;;sai00250,,Alanine, aspartate and glutamate metabolism;;sai00910,,Nitrogen metabolism;;sai01100,,Metabolic pathways;;sai01120,,Microbial metabolism in diverse environments;;sai01200,,Carbon metabolism
Q4JCA6	sai00970,,Aminoacyl-tRNA biosynthesis
Q4JCA9	N/A,,N/A
Q4JCB0	N/A,,N/A
Q4JCB3	N/A,,N/A
Q4JCB4	N/A,,N/A
Q4JCB8	N/A,,N/A
Q4JCC1	N/A,,N/A
Q4JCC2	N/A,,N/A
Q4JCC4	N/A,,N/A
Q4JCC9	N/A,,N/A
Q4JCD0	N/A,,N/A
Q4JCD1	N/A,,N/A
Q4JCD3	sai00020,,Citrate cycle (TCA cycle);;sai00620,,Pyruvate metabolism;;sai00720,,Carbon fixation pathways in prokaryotes;;sai01100,,Metabolic pathways;;sai01110,,Biosynthesis of secondary metabolites;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism
Q4JCD4	N/A,,N/A
Q4JCE1	sai00030,,Pentose phosphate pathway;;sai00260,,Glycine, serine and threonine metabolism;;sai00561,,Glycerolipid metabolism;;sai00630,,Glyoxylate and dicarboxylate metabolism;;sai00680,,Methane metabolism;;sai01100,,Metabolic pathways;;sai01120,,Microbial metabolism in diverse environments;;sai01130,,Biosynthesis of antibiotics;;sai01200,,Carbon metabolism
Q4JCE3	N/A,,N/A
Q4JCF8	sai00500,,Starch and sucrose metabolism
Q4JCH4	N/A,,N/A
Q4JCH7	sai03030,,DNA replication
Q4JCH8	sai03030,,DNA replication
Q4JCH9	N/A,,N/A
Q4JCI0	sai03015,,mRNA surveillance pathway
Q4JCI3	N/A,,N/A
Q4JCI5	sai00970,,Aminoacyl-tRNA biosynthesis
Q4JCI9	N/A,,N/A
Q4JCJ0	N/A,,N/A
Q4JCJ1	sai00620,,Pyruvate metabolism;;sai00680,,Methane metabolism;;sai00720,,Carbon fixation pathways in prokaryotes;;sai01100,,Metabolic pathways;;sai01120,,Microbial metabolism in diverse environments;;sai01200,,Carbon metabolism
Q4JCJ2	N/A,,N/A
Q4JCJ3	N/A,,N/A
Q4JCJ5	N/A,,N/A
Q4JCK5	N/A,,N/A
Q4JCK7	N/A,,N/A
Q4JCL2	N/A,,N/A
Q4JCL5	N/A,,N/A
Q4JCL6	N/A,,N/A
Q4JCM3	N/A,,N/A
Q4JCM5	N/A,,N/A
Q4JCM8	N/A,,N/A
Q4JCN6	sai00230,,Purine metabolism
Q4JCN7	N/A,,N/A
Q4JCP3	N/A,,N/A
Q4JCP4	N/A,,N/A
Q4JCP7	N/A,,N/A
Q4JCP8	N/A,,N/A
Q50294	mpn02010,,ABC transporters
Q50314	N/A,,N/A
Q50331	mpn00190,,Oxidative phosphorylation;;mpn01100,,Metabolic pathways
Q50365	N/A,,N/A
Q50699	N/A,,N/A
Q50732	N/A,,N/A
Q51485	N/A,,N/A
Q51487	pae01501,,beta-Lactam resistance;;pae02024,,Quorum sensing
Q51567	pae00020,,Citrate cycle (TCA cycle);;pae00640,,Propanoate metabolism;;pae00660,,C5-Branched dibasic acid metabolism;;pae01100,,Metabolic pathways;;pae01110,,Biosynthesis of secondary metabolites;;pae01120,,Microbial metabolism in diverse environments;;pae01130,,Biosynthesis of antibiotics;;pae01200,,Carbon metabolism
Q52150	N/A,,N/A
Q52905	sme02020,,Two-component system
Q53874	sco03010,,Ribosome
Q53WA9	ttj00860,,Porphyrin and chlorophyll metabolism;;ttj01100,,Metabolic pathways
Q53WF6	N/A,,N/A
Q53WH8	N/A,,N/A
Q54146	N/A,,N/A
Q54714	syn00196,,Photosynthesis - antenna proteins;;syn01100,,Metabolic pathways
Q54715	syn00196,,Photosynthesis - antenna proteins;;syn01100,,Metabolic pathways
Q54735	syn00910,,Nitrogen metabolism
Q55013	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
Q55080	N/A,,N/A
Q55118	N/A,,N/A
Q55119	N/A,,N/A
Q55138	N/A,,N/A
Q55158	syn00740,,Riboflavin metabolism;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn02024,,Quorum sensing
Q55168	syn02020,,Two-component system
Q55169	syn02020,,Two-component system
Q55171	N/A,,N/A
Q55176	N/A,,N/A
Q55199	syn02010,,ABC transporters;;syn02020,,Two-component system
Q55247	syn02020,,Two-component system
Q55282	syn02010,,ABC transporters;;syn02020,,Two-component system
Q55318	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
Q55332	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
Q55338	sai00240,,Pyrimidine metabolism;;sai00250,,Alanine, aspartate and glutamate metabolism;;sai01100,,Metabolic pathways
Q55356	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
Q55387	syn02010,,ABC transporters
Q55393	N/A,,N/A
Q55404	syn00010,,Glycolysis / Gluconeogenesis;;syn00620,,Pyruvate metabolism;;syn00630,,Glyoxylate and dicarboxylate metabolism;;syn00640,,Propanoate metabolism;;syn00680,,Methane metabolism;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01120,,Microbial metabolism in diverse environments;;syn01130,,Biosynthesis of antibiotics;;syn01200,,Carbon metabolism
Q55406	N/A,,N/A
Q55418	syn03030,,DNA replication
Q55420	syn00521,,Streptomycin biosynthesis;;syn00523,,Polyketide sugar unit biosynthesis;;syn00525,,Acarbose and validamycin biosynthesis;;syn01130,,Biosynthesis of antibiotics
Q55432	N/A,,N/A
Q55443	syn02020,,Two-component system
Q55444	N/A,,N/A
Q55445	syn02020,,Two-component system
Q55446	syn02020,,Two-component system
Q55447	syn02020,,Two-component system
Q55457	N/A,,N/A
Q55460	syn02010,,ABC transporters
Q55461	syn02010,,ABC transporters
Q55466	N/A,,N/A
Q55474	syn00100,,Steroid biosynthesis;;syn00909,,Sesquiterpenoid and triterpenoid biosynthesis;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01130,,Biosynthesis of antibiotics
Q55483	N/A,,N/A
Q55498	syn00230,,Purine metabolism;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01130,,Biosynthesis of antibiotics
Q55499	syn03030,,DNA replication;;syn03430,,Mismatch repair;;syn03440,,Homologous recombination
Q55501	N/A,,N/A
Q55504	syn00520,,Amino sugar and nucleotide sugar metabolism;;syn01100,,Metabolic pathways;;syn01130,,Biosynthesis of antibiotics
Q55505	N/A,,N/A
Q55512	syn00260,,Glycine, serine and threonine metabolism;;syn00261,,Monobactam biosynthesis;;syn00270,,Cysteine and methionine metabolism;;syn00300,,Lysine biosynthesis;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01120,,Microbial metabolism in diverse environments;;syn01130,,Biosynthesis of antibiotics;;syn01210,,2-Oxocarboxylic acid metabolism;;syn01230,,Biosynthesis of amino acids
Q55514	N/A,,N/A
Q55517	N/A,,N/A
Q55522	syn00970,,Aminoacyl-tRNA biosynthesis
Q55527	syn02020,,Two-component system
Q55531	N/A,,N/A
Q55544	syn00196,,Photosynthesis - antenna proteins;;syn01100,,Metabolic pathways
Q55549	N/A,,N/A
Q55551	N/A,,N/A
Q55557	N/A,,N/A
Q55563	N/A,,N/A
Q55564	N/A,,N/A
Q55574	syn00240,,Pyrimidine metabolism;;syn01100,,Metabolic pathways
Q55581	N/A,,N/A
Q55607	syn00860,,Porphyrin and chlorophyll metabolism;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites
Q55614	syn02010,,ABC transporters
Q55623	N/A,,N/A
Q55641	N/A,,N/A
Q55659	N/A,,N/A
Q55664	syn00010,,Glycolysis / Gluconeogenesis;;syn00030,,Pentose phosphate pathway;;syn00051,,Fructose and mannose metabolism;;syn00680,,Methane metabolism;;syn00710,,Carbon fixation in photosynthetic organisms;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01120,,Microbial metabolism in diverse environments;;syn01130,,Biosynthesis of antibiotics;;syn01200,,Carbon metabolism;;syn01230,,Biosynthesis of amino acids
Q55665	syn00860,,Porphyrin and chlorophyll metabolism;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01120,,Microbial metabolism in diverse environments
Q55689	syn00521,,Streptomycin biosynthesis;;syn00523,,Polyketide sugar unit biosynthesis;;syn00525,,Acarbose and validamycin biosynthesis;;syn01130,,Biosynthesis of antibiotics
Q55691	N/A,,N/A
Q55700	N/A,,N/A
Q55707	N/A,,N/A
Q55715	N/A,,N/A
Q55718	syn02020,,Two-component system
Q55726	N/A,,N/A
Q55727	N/A,,N/A
Q55729	syn00450,,Selenocompound metabolism;;syn00970,,Aminoacyl-tRNA biosynthesis
Q55746	syn00540,,Lipopolysaccharide biosynthesis;;syn01100,,Metabolic pathways;;syn01503,,Cationic antimicrobial peptide (CAMP) resistance
Q55750	syn03420,,Nucleotide excision repair
Q55756	syn00240,,Pyrimidine metabolism;;syn00250,,Alanine, aspartate and glutamate metabolism;;syn01100,,Metabolic pathways
Q55757	N/A,,N/A
Q55759	syn00790,,Folate biosynthesis;;syn01100,,Metabolic pathways
Q55764	N/A,,N/A
Q55765	N/A,,N/A
Q55770	N/A,,N/A
Q55774	syn02010,,ABC transporters
Q55787	N/A,,N/A
Q55788	syn02020,,Two-component system
Q55791	N/A,,N/A
Q55792	N/A,,N/A
Q55814	N/A,,N/A
Q55823	N/A,,N/A
Q55839	N/A,,N/A
Q55848	syn00030,,Pentose phosphate pathway;;syn00230,,Purine metabolism;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01120,,Microbial metabolism in diverse environments;;syn01130,,Biosynthesis of antibiotics;;syn01200,,Carbon metabolism;;syn01230,,Biosynthesis of amino acids
Q55865	syn00250,,Alanine, aspartate and glutamate metabolism;;syn00460,,Cyanoamino acid metabolism;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites
Q55874	N/A,,N/A
Q55885	N/A,,N/A
Q55897	syn01130,,Biosynthesis of antibiotics;;syn01501,,beta-Lactam resistance
Q55905	syn00620,,Pyruvate metabolism;;syn00680,,Methane metabolism;;syn01100,,Metabolic pathways;;syn01120,,Microbial metabolism in diverse environments;;syn01200,,Carbon metabolism
Q55913	N/A,,N/A
Q55918	N/A,,N/A
Q55943	N/A,,N/A
Q55949	syn00643,,Styrene degradation;;syn01120,,Microbial metabolism in diverse environments
Q55956	N/A,,N/A
Q55962	N/A,,N/A
Q55972	N/A,,N/A
Q55982	syn00750,,Vitamin B6 metabolism;;syn01100,,Metabolic pathways
Q55989	syn00240,,Pyrimidine metabolism;;syn01100,,Metabolic pathways
Q56312	tma02020,,Two-component system;;tma02030,,Bacterial chemotaxis
Q56582	N/A,,N/A
Q56584	N/A,,N/A
Q56587	N/A,,N/A
Q56921	N/A,,N/A
Q57014	N/A,,N/A
Q57038	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
Q57496	N/A,,N/A
Q57AG9	bmb02020,,Two-component system
Q57QC4	sec01503,,Cationic antimicrobial peptide (CAMP) resistance;;sec02020,,Two-component system
Q58Z11	N/A,,N/A
Q59641	pae01503,,Cationic antimicrobial peptide (CAMP) resistance
Q59969	sso00240,,Pyrimidine metabolism;;sso00250,,Alanine, aspartate and glutamate metabolism;;sso01100,,Metabolic pathways
Q59978	N/A,,N/A
Q59992	syn00260,,Glycine, serine and threonine metabolism;;syn00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01130,,Biosynthesis of antibiotics;;syn01230,,Biosynthesis of amino acids
Q59993	N/A,,N/A
Q5DYQ6	N/A,,N/A
Q5HCP4	sac02024,,Quorum sensing;;sac03060,,Protein export;;sac03070,,Bacterial secretion system
Q5HCR7	sac05150,,Staphylococcus aureus infection
Q5HCU6	sac00010,,Glycolysis / Gluconeogenesis;;sac00030,,Pentose phosphate pathway;;sac00051,,Fructose and mannose metabolism;;sac00680,,Methane metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HCZ6	sac00250,,Alanine, aspartate and glutamate metabolism;;sac00330,,Arginine and proline metabolism;;sac01100,,Metabolic pathways
Q5HD02	N/A,,N/A
Q5HD61	sac00010,,Glycolysis / Gluconeogenesis;;sac00030,,Pentose phosphate pathway;;sac00052,,Galactose metabolism;;sac00230,,Purine metabolism;;sac00500,,Starch and sucrose metabolism;;sac00520,,Amino sugar and nucleotide sugar metabolism;;sac00521,,Streptomycin biosynthesis;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics
Q5HDM2	N/A,,N/A
Q5HDW4	sac03010,,Ribosome
Q5HDW6	sac03010,,Ribosome
Q5HDW9	sac03010,,Ribosome
Q5HDX0	sac03010,,Ribosome
Q5HDX3	sac03010,,Ribosome
Q5HDX4	sac03010,,Ribosome
Q5HDX5	sac03010,,Ribosome
Q5HDX6	sac03010,,Ribosome
Q5HDX7	sac03010,,Ribosome
Q5HDX9	sac00230,,Purine metabolism;;sac00730,,Thiamine metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics
Q5HDY0	N/A,,N/A
Q5HDY2	sac03010,,Ribosome
Q5HDY5	sac03010,,Ribosome
Q5HE23	N/A,,N/A
Q5HE43	sac00520,,Amino sugar and nucleotide sugar metabolism;;sac01100,,Metabolic pathways;;sac01130,,Biosynthesis of antibiotics
Q5HE73	sac00240,,Pyrimidine metabolism;;sac01100,,Metabolic pathways
Q5HE75	sac00010,,Glycolysis / Gluconeogenesis;;sac00030,,Pentose phosphate pathway;;sac00051,,Fructose and mannose metabolism;;sac00680,,Methane metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HE80	sac03010,,Ribosome
Q5HE82	N/A,,N/A
Q5HE87	sac00260,,Glycine, serine and threonine metabolism;;sac00460,,Cyanoamino acid metabolism;;sac00630,,Glyoxylate and dicarboxylate metabolism;;sac00670,,One carbon pool by folate;;sac00680,,Methane metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01120,,Microbial metabolism in diverse environments;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HE88	sac00240,,Pyrimidine metabolism;;sac01100,,Metabolic pathways
Q5HE95	sac00190,,Oxidative phosphorylation;;sac01100,,Metabolic pathways
Q5HEE0	sac00260,,Glycine, serine and threonine metabolism;;sac00290,,Valine, leucine and isoleucine biosynthesis;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics;;sac01200,,Carbon metabolism;;sac01230,,Biosynthesis of amino acids
Q5HEH1	N/A,,N/A
Q5HEH2	sac03018,,RNA degradation
Q5HEL4	sac00230,,Purine metabolism;;sac00250,,Alanine, aspartate and glutamate metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites;;sac01130,,Biosynthesis of antibiotics
Q5HEL8	sac03030,,DNA replication;;sac03410,,Base excision repair;;sac03420,,Nucleotide excision repair;;sac03430,,Mismatch repair
Q5HEM1	sac00970,,Aminoacyl-tRNA biosynthesis;;sac01100,,Metabolic pathways
Q5HEM3	sac00970,,Aminoacyl-tRNA biosynthesis;;sac01100,,Metabolic pathways
Q5HEU2	sac00860,,Porphyrin and chlorophyll metabolism;;sac01100,,Metabolic pathways;;sac01110,,Biosynthesis of secondary metabolites
Q5HF16	sac00970,,Aminoacyl-tRNA biosynthesis
Q5HF23	sac00300,,Lysine biosynthesis;;sac01100,,Metabolic pathways;;sac01120,,Microbial metabolism in diverse environments;;sac01230,,Biosynthesis of amino acids
Q5HF24	sac00310,,Lysine degradation;;sac00330,,Arginine and proline metabolism;;sac00360,,Phenylalanine metabolism;;sac00472,,D-Arginine and D-ornithine metabolism;;sac00473,,D-Alanine metabolism;;sac01100,,Metabolic pathways
Q5HF31	N/A,,N/A
Q5HF35	N/A,,N/A
